# Provenance:
#   Script: /media/drn2/External/TARA-Oceans/MANUSCRIPT/.wt_ralph58/task2/scripts/pnps_analysis/download_uniprot_pfam_20260530_202800.py
#   Source: UniProt REST API (organism_id:3055, all proteins)
#   Date: 2026-05-30 20:31:01
#   Total entries: 19802
Entry	Gene Names	Pfam
A0A2K3DR22	CHLRE_06g302300v5	
A0A2K3DR23	CHLRE_06g302100v5	PF01753;
A0A2K3DR24	CHLRE_06g301150v5	
A0A2K3DR26	CHLRE_06g302551v5	
A0A2K3DR27	CHLRE_06g302600v5	
A0A2K3DR28	CHLRE_06g302350v5	
A0A2K3DR30	CHLRE_06g302200v5	PF13202;
A0A2K3DR33	CHLRE_06g303100v5	
A0A2K3DR35	CHLRE_06g302426v5	
A0A2K3DR36	CHLRE_06g302650v5	PF01728;
A0A2K3DR37	CHLRE_06g302300v5	
A0A2K3DR39	CHLRE_06g302400v5	PF07282;
A0A2K3DR40	CHLRE_06g303183v5	
A0A2K3DR41	CHLRE_06g300750v5	PF13086;PF13087;PF16399;PF21143;PF21144;
A0A2K3DR42	CHLRE_06g303450v5	
A0A2K3DR43	CHLRE_06g301850v5	
A0A2K3DR44	CHLRE_06g302950v5	PF05548;
A0A2K3DR45	CHLRE_06g302700v5	PF13516;
A0A2K3DR46	CHLRE_06g303150v5	PF00069;
A0A2K3DR47	CHLRE_06g302500v5	
A0A2K3DR49	CHLRE_06g303400v5	PF23414;PF00400;
A0A2K3DR50	CHLRE_06g303536v5	
A0A2K3DR52	CHLRE_06g302250v5	
A0A2K3DR53	CHLRE_06g303850v5	
A0A2K3DR54	CHLRE_06g303171v5	
A0A2K3DR56	CHLRE_06g303483v5	PF00249;
A0A2K3DR57	CHLRE_06g303800v5	PF00612;
A0A2K3DR58	CHLRE_06g303192v5	
A0A2K3DR61	CHLRE_06g302450v5	
A0A2K3DR63	CHLRE_06g303700v5	
A0A2K3DR68	CHLRE_06g304400v5	PF10184;PF04832;
A0A2K3DR70	CHLRE_06g304550v5	PF00929;PF13423;
A0A2K3DR71	CHLRE_06g303950v5	
A0A2K3DR72	CHLRE_06g302850v5	PF25074;
A0A2K3DR73	CHLRE_06g303751v5	
A0A2K3DR74	CHLRE_06g304250v5	
A0A2K3DR75	CHLRE_06g304876v5	
A0A2K3DR76	CHLRE_06g301900v5	
A0A2K3DR77	CHLRE_06g304450v5	
A0A2K3DR78	CHLRE_06g304050v5	PF00069;
A0A2K3DR79	CHLRE_06g305000v5	PF00400;
A0A2K3DR81	CHLRE_06g304850v5	PF04424;
A0A2K3DR82	CHLRE_06g303200v5	PF07202;
A0A2K3DR83	CHLRE_06g304300v5	PF00227;
A0A2K3DR84	CHLRE_06g302276v5	
A0A2K3DR85	CHLRE_06g305302v5	
A0A2K3DR86	CHLRE_06g304750v5	PF01412;
A0A2K3DR87	CHLRE_06g304913v5	PF01476;
A0A2K3DR88	CHLRE_06g304600v5	PF00581;PF12368;PF17773;
A0A2K3DR89	CHLRE_06g304950v5	
A0A2K3DR90	CHLRE_06g305450v5	
A0A2K3DR91	CHLRE_06g305251v5	PF00400;
A0A2K3DR94	CHLRE_06g303600v5	
A0A2K3DR96	CHLRE_06g305200v5	
A0A2K3DR98	CHLRE_06g305800v5	
A0A2K3DRA2	CHLRE_06g302900v5	PF01412;
A0A2K3DRA3	CHLRE_06g305350v5	
A0A2K3DRA4	CHLRE_06g305400v5	
A0A2K3DRA5	CHLRE_06g305500v5	PF00857;
A0A2K3DRA6	CHLRE_06g305516v5	
A0A2K3DRA7	CHLRE_06g306007v5 CHLRE_06g306021v5	
A0A2K3DRA8	CHLRE_06g306035v5	
A0A2K3DRB0	CHLRE_06g306014v5	
A0A2K3DRB1	CHLRE_06g305550v5	
A0A2K3DRB2	CHLRE_06g305850v5	PF08241;
A0A2K3DRB3	CHLRE_06g305750v5	PF00168;
A0A2K3DRB4	CHLRE_06g303251v5	
A0A2K3DRB5	CHLRE_06g306000v5	PF07250;PF09118;
A0A2K3DRB6	CHLRE_06g305700v5	
A0A2K3DRB8	CHLRE_06g306200v5	
A0A2K3DRB9	CHLRE_06g306100v5	
A0A2K3DRC0	CHLRE_06g306150v5	PF03235;
A0A2K3DRC1	CHLRE_06g306028v5	
A0A2K3DRC2	CHLRE_06g306050v5	
A0A2K3DRC5	CHLRE_06g305100v5	
A0A2K3DRC6	CHLRE_06g303650v5	PF17832;PF26292;PF01253;PF25304;
A0A2K3DRC7	CHLRE_06g306726v5	
A0A2K3DRC9	CHLRE_06g306250v5	
A0A2K3DRD0	CHLRE_06g304150v5	PF00023;PF12796;
A0A2K3DRD3	CHLRE_06g306700v5	
A0A2K3DRD5	CHLRE_06g306501v5	PF00756;
A0A2K3DRE0	CHLRE_06g304700v5	
A0A2K3DRE1	CHLRE_06g307075v5	
A0A2K3DRE2	CHLRE_06g307012v5	PF13391;
A0A2K3DRE3	CHLRE_06g306750v5	
A0A2K3DRE5	CHLRE_06g307650v5	PF03537;PF12138;
A0A2K3DRE6	CHLRE_06g306900v5	PF00530;
A0A2K3DRE8	CHLRE_06g306057v5	
A0A2K3DRE9	CHLRE_06g307250v5	PF15964;
A0A2K3DRF0	CHLRE_06g305150v5	
A0A2K3DRF4	CHLRE_06g307100v5	PF03109;PF01476;
A0A2K3DRF5	CHLRE_06g307400v5	PF03372;
A0A2K3DRF6	CHLRE_06g308100v5	PF01575;PF22622;
A0A2K3DRF8	CHLRE_06g307900v5	PF15104;
A0A2K3DRG0	CHLRE_06g307650v5	PF03537;PF12138;
A0A2K3DRG1	CHLRE_06g305516v5	
A0A2K3DRG3	CHLRE_06g306400v5	PF00155;
A0A2K3DRG4	CHLRE_06g307551v5	
A0A2K3DRG6	CHLRE_06g307400v5	PF03372;
A0A2K3DRG8	CHLRE_06g308050v5	
A0A2K3DRG9	CHLRE_06g305950v5	PF07282;
A0A2K3DRH2	CHLRE_06g308400v5	PF22785;
A0A2K3DRH3	CHLRE_06g308150v5	PF00226;PF11875;PF22774;
A0A2K3DRH4	CHLRE_06g308000v5	PF00400;
A0A2K3DRH5	CHLRE_06g307850v5	
A0A2K3DRH6	CHLRE_06g308450v5	PF18579;PF18578;PF18087;
A0A2K3DRH8	CHLRE_06g306079v5	
A0A2K3DRI2	CHLRE_06g308850v5	PF08597;
A0A2K3DRI3	CHLRE_06g308750v5	PF03006;
A0A2K3DRI4	CHLRE_06g308650v5	
A0A2K3DRI5	CHLRE_06g309550v5	
A0A2K3DRI7	CHLRE_06g306450v5	
A0A2K3DRI8	CHLRE_06g308950v5	PF02453;
A0A2K3DRI9	CHLRE_06g308400v5	PF22785;
A0A2K3DRJ2	CHLRE_06g307700v5	
A0A2K3DRJ4	CHLRE_06g309850v5	
A0A2K3DRJ5	CHLRE_06g309200v5	
A0A2K3DRJ6	CHLRE_06g308900v5	PF01103;
A0A2K3DRJ7	CHLRE_06g309550v5	
A0A2K3DRJ9	CHLRE_06g308200v5	
A0A2K3DRK0	CHLRE_06g308700v5	
A0A2K3DRK1	CHLRE_06g309750v5	PF05018;
A0A2K3DRK2	CHLRE_06g309600v5	
A0A2K3DRK3	CHLRE_06g310276v5	
A0A2K3DRK4	CHLRE_06g309800v5	
A0A2K3DRK5	CHLRE_06g309684v5	
A0A2K3DRK8	CHLRE_06g309900v5	PF07699;
A0A2K3DRL0	CHLRE_06g309850v5	
A0A2K3DRL1	CHLRE_06g310050v5	PF02517;
A0A2K3DRL2	CHLRE_06g310601v5	PF07282;
A0A2K3DRL4	CHLRE_06g308533v5	
A0A2K3DRL5	CHLRE_06g310150v5	
A0A2K3DRL6	CHLRE_06g309826v5	
A0A2K3DRL7	CHLRE_06g310545v5	
A0A2K3DRL8	CHLRE_06g309717v5	PF01722;PF02657;
A0A2K3DRM0	CHLRE_06g310250v5	
A0A2K3DRM1	CHLRE_06g310300v5	
A0A2K3DRM2	CHLRE_06g310550v5	PF01541;
A0A2K3DRM4	CHLRE_06g310100v5	PF00069;
A0A2K3DRM8	CHLRE_06g310850v5	PF00005;
A0A2K3DRM9	CHLRE_06g310601v5	
A0A2K3DRN0	CHLRE_06g310650v5	
A0A2K3DRN2	CHLRE_06g310576v5	
A0A2K3DRN4	CHLRE_06g309650v5	
A0A2K3DRN5	CHLRE_06g310900v5	
A0A2K3DRN6	CHLRE_06g311550v5	
A0A2K3DRP0	CHLRE_06g311250v5	PF02181;
A0A2K3DRP1	CHLRE_06g311100v5	
A0A2K3DRP2	CHLRE_06g310950v5	PF01266;
A0A2K3DRP3	CHLRE_06g309951v5	PF00059;
A0A2K3DRP4	CHLRE_06g308600v5	
A0A2K3DRP6	CHLRE_06g311500v5	
A0A2K3DRP7	CHLRE_06g311850v5	PF00702;
A0A2K3DRP9	CHLRE_06g311450v5	
A0A2K3DRQ0	CHLRE_05g233402v5	
A0A2K3DRQ1	CHLRE_06g310800v5	
A0A2K3DRQ4	CHLRE_05g233402v5	
A0A2K3DRQ5	CHLRE_05g233502v5 CHLRE_05g233802v5	
A0A2K3DRQ9	CHLRE_06g311750v5	PF23598;
A0A2K3DRR1	CHLRE_06g311300v5	
A0A2K3DRR2	CHLRE_06g309650v5	
A0A2K3DRR3	CHLRE_06g311800v5	PF06966;
A0A2K3DRR7	CHLRE_05g234200v5	
A0A2K3DRR8	CHLRE_05g234300v5	PF21151;PF01399;PF10602;
A0A2K3DRR9	CHLRE_05g234000v5	
A0A2K3DRS1	CHLRE_05g233950v5	PF14159;
A0A2K3DRS4	CHLRE_05g234050v5	
A0A2K3DRS6	CHLRE_05g233850v5	PF05057;
A0A2K3DRS7	CHLRE_06g310400v5	PF14922;
A0A2K3DRS8	CHLRE_05g233750v5	
A0A2K3DRS9	CHLRE_05g233450v5	PF03016;
A0A2K3DRT0	CHLRE_05g234000v5	
A0A2K3DRT2	CHLRE_05g233551v5	PF03110;
A0A2K3DRT7	CHLRE_06g310700v5	PF00935;
A0A2K3DRU0	CHLRE_05g233550v5	PF07714;
A0A2K3DRU1	CHLRE_05g233305v5	PF08338;PF01370;
A0A2K3DRU2	CHLRE_05g233602v5 CHLRE_05g233702v5 CHLRE_05g233902v5	
A0A2K3DRU5	CHLRE_05g233051v5	
A0A2K3DRU6	CHLRE_05g233400v5	
A0A2K3DRU8	CHLRE_05g233052v5	
A0A2K3DRU9	CHLRE_05g233305v5	PF08338;PF01370;
A0A2K3DRV1	CHLRE_05g233051v5	
A0A2K3DRV2	CHLRE_05g234150v5	
A0A2K3DRV4	CHLRE_06g311700v5	
A0A2K3DRV6	CHLRE_05g232751v5	
A0A2K3DRV8	CHLRE_05g232600v5	PF05548;
A0A2K3DRV9	CHLRE_05g233751v5	
A0A2K3DRW2	CHLRE_05g232752v5	PF08695;
A0A2K3DRW3	CHLRE_05g232456v5	
A0A2K3DRW6	CHLRE_05g232300v5	PF01753;
A0A2K3DRW7	CHLRE_05g232454v5	
A0A2K3DRW8	CHLRE_05g232305v5	
A0A2K3DRW9	CHLRE_05g233303v5	PF18404;PF18400;PF18401;PF18402;PF06427;
A0A2K3DRX0	CHLRE_05g232304v5	
A0A2K3DRX1	CHLRE_05g232455v5	
A0A2K3DRX2	CHLRE_05g232350v5	
A0A2K3DRX3	CHLRE_05g232000v5	PF00226;
A0A2K3DRX4	CHLRE_05g232000v5	PF00226;
A0A2K3DRX7	CHLRE_05g232100v5	
A0A2K3DRX8	CHLRE_05g232004v5	PF00035;
A0A2K3DRX9	CHLRE_05g232003v5	
A0A2K3DRY0	CHLRE_05g232050v5	
A0A2K3DRY1	CHLRE_05g232950v5	PF06991;
A0A2K3DRY3	CHLRE_05g230950v5	
A0A2K3DRY4	CHLRE_05g230971v5	
A0A2K3DRY6	CHLRE_05g230850v5	
A0A2K3DRY7	CHLRE_05g231000v5	
A0A2K3DRY8	CHLRE_05g230803v5	PF00176;
A0A2K3DRZ3	CHLRE_05g248700v5	PF07460;
A0A2K3DRZ5	CHLRE_05g239652v5	
A0A2K3DRZ6	CHLRE_05g248600v5	PF00403;
A0A2K3DRZ8	CHLRE_05g230650v5	
A0A2K3DS01	CHLRE_05g248650v5	
A0A2K3DS02	CHLRE_05g232900v5	PF02181;
A0A2K3DS06	CHLRE_05g248250v5	PF01959;PF26558;
A0A2K3DS07	CHLRE_05g231100v5	PF00023;PF12796;
A0A2K3DS08	CHLRE_05g248100v5	PF00023;PF12796;PF13857;
A0A2K3DS09	CHLRE_05g248401v5	
A0A2K3DS10	CHLRE_05g248200v5	PF01764;
A0A2K3DS11	CHLRE_05g248050v5	
A0A2K3DS12	CHLRE_05g248401v5	
A0A2K3DS13	CHLRE_05g232450v5	
A0A2K3DS16	CHLRE_05g247700v5	
A0A2K3DS17	CHLRE_05g230804v5	
A0A2K3DS18	CHLRE_05g247900v5	PF00646;
A0A2K3DS19	CHLRE_05g247650v5	
A0A2K3DS20	CHLRE_05g247550v5	PF13409;
A0A2K3DS22	CHLRE_05g247850v5	PF00293;
A0A2K3DS24	CHLRE_05g247250v5	
A0A2K3DS25	CHLRE_05g247100v5	PF08757;
A0A2K3DS26	CHLRE_05g247200v5	
A0A2K3DS29	CHLRE_05g247350v5	
A0A2K3DS30	CHLRE_05g231050v5	PF13639;
A0A2K3DS32	CHLRE_05g247300v5	PF13432;
A0A2K3DS33	CHLRE_05g247150v5	
A0A2K3DS34	CHLRE_05g246750v5	
A0A2K3DS35	CHLRE_05g246650v5	PF23490;PF17180;
A0A2K3DS36	CHLRE_05g246752v5	
A0A2K3DS37	CHLRE_05g248000v5	
A0A2K3DS39	CHLRE_05g246550v5	
A0A2K3DS40	CHLRE_05g246850v5	
A0A2K3DS41	CHLRE_05g246753v5	
A0A2K3DS43	CHLRE_05g246600v5	PF17180;
A0A2K3DS44	CHLRE_05g246376v5	
A0A2K3DS46	CHLRE_05g246400v5	PF00797;
A0A2K3DS48	CHLRE_05g247450v5	PF00581;
A0A2K3DS49	CHLRE_05g246553v5	
A0A2K3DS50	CHLRE_05g246300v5	
A0A2K3DS52	CHLRE_05g246377v5	PF00962;
A0A2K3DS53	CHLRE_05g246250v5	PF01753;
A0A2K3DS55	CHLRE_05g246950v5	
A0A2K3DS56	CHLRE_05g245901v5	
A0A2K3DS57	CHLRE_05g246000v5	
A0A2K3DS58	CHLRE_05g246050v5	PF02338;PF02810;
A0A2K3DS59	CHLRE_05g246050v5	PF02338;PF02810;
A0A2K3DS61	CHLRE_05g245800v5	
A0A2K3DS63	CHLRE_05g245700v5	PF00023;PF12796;PF13637;PF13857;PF06985;
A0A2K3DS64	CHLRE_05g247400v5	PF00581;
A0A2K3DS65	CHLRE_05g246551v5	
A0A2K3DS67	CHLRE_05g245500v5	PF00023;PF12796;PF06985;
A0A2K3DS68	CHLRE_05g245350v5	PF01549;
A0A2K3DS69	CHLRE_05g245351v5	
A0A2K3DS71	CHLRE_05g245500v5	PF00023;PF12796;PF06985;
A0A2K3DS73	CHLRE_05g245701v5	
A0A2K3DS74	CHLRE_05g246900v5	PF06525;
A0A2K3DS76	CHLRE_05g244900v5	PF01594;
A0A2K3DS78	CHLRE_05g245100v5	
A0A2K3DS79	CHLRE_05g246552v5	PF03109;
A0A2K3DS80	CHLRE_05g245150v5	
A0A2K3DS81	CHLRE_05g245101v5	
A0A2K3DS83	CHLRE_05g245102v5	
A0A2K3DS85	CHLRE_05g244450v5	
A0A2K3DS86	CHLRE_05g245701v5	
A0A2K3DS87	CHLRE_05g244400v5	PF03407;
A0A2K3DS88	CHLRE_05g246100v5	
A0A2K3DS89	CHLRE_05g244350v5	
A0A2K3DS90	CHLRE_05g244500v5	
A0A2K3DS91	CHLRE_05g244550v5	
A0A2K3DS92	CHLRE_05g244701v5	
A0A2K3DS94	CHLRE_05g244650v5	
A0A2K3DS96	CHLRE_05g245701v5	
A0A2K3DS97	CHLRE_05g244000v5	PF07173;
A0A2K3DS98	CHLRE_05g244052v5	
A0A2K3DS99	CHLRE_05g244050v5	
A0A2K3DSA1	CHLRE_05g243950v5	
A0A2K3DSA2	CHLRE_05g244100v5	
A0A2K3DSA3	CHLRE_05g244200v5	PF08757;
A0A2K3DSA4	CHLRE_05g243803v5	
A0A2K3DSA6	CHLRE_05g244150v5	
A0A2K3DSA7	CHLRE_05g243700v5	
A0A2K3DSA9	CHLRE_05g243650v5	
A0A2K3DSB0	CHLRE_05g243801v5	
A0A2K3DSB1	CHLRE_05g244800v5	PF08547;PF13460;
A0A2K3DSB2	CHLRE_05g243801v5	
A0A2K3DSB3	CHLRE_05g243802v5	PF07173;
A0A2K3DSB5	CHLRE_05g243602v5	
A0A2K3DSB6	CHLRE_05g243452v5	PF00023;
A0A2K3DSB7	CHLRE_05g244750v5	PF05282;PF20981;
A0A2K3DSB8	CHLRE_05g243801v5	
A0A2K3DSC0	CHLRE_05g243451v5	PF02545;
A0A2K3DSC1	CHLRE_05g244300v5	
A0A2K3DSC2	CHLRE_05g243450v5	PF07250;PF09118;
A0A2K3DSC3	CHLRE_05g243472v5	
A0A2K3DSC6	CHLRE_05g243900v5	
A0A2K3DSC7	CHLRE_05g243151v5	
A0A2K3DSC9	CHLRE_05g243050v5	PF00085;
A0A2K3DSD0	CHLRE_05g243354v5	
A0A2K3DSD1	CHLRE_05g243351v5	PF00078;
A0A2K3DSD2	CHLRE_05g243455v5	PF00400;
A0A2K3DSD3	CHLRE_05g243352v5	
A0A2K3DSD4	CHLRE_05g242859v5	
A0A2K3DSD7	CHLRE_05g243353v5	PF13540;
A0A2K3DSD9	CHLRE_05g242850v5	
A0A2K3DSE0	CHLRE_05g242860v5	
A0A2K3DSE1	CHLRE_05g243850v5	
A0A2K3DSE3	CHLRE_05g242858v5	
A0A2K3DSE4	CHLRE_05g242502v5	
A0A2K3DSE5	CHLRE_05g243453v5	
A0A2K3DSE6	CHLRE_05g242602v5	
A0A2K3DSE9	CHLRE_05g243601v5	
A0A2K3DSF0	CHLRE_05g242600v5	PF00320;
A0A2K3DSF1	CHLRE_05g242502v5	
A0A2K3DSF2	CHLRE_05g242501v5	
A0A2K3DSF6	CHLRE_05g242200v5	PF13202;PF13499;PF00400;
A0A2K3DSF7	CHLRE_05g243454v5	PF00520;
A0A2K3DSG0	CHLRE_05g242301v5	
A0A2K3DSG1	CHLRE_05g242050v5	
A0A2K3DSG2	CHLRE_05g242180v5	
A0A2K3DSG4	CHLRE_05g242700v5	PF02225;PF00082;
A0A2K3DSG6	CHLRE_05g242950v5	PF00237;
A0A2K3DSG9	CHLRE_05g241851v5	
A0A2K3DSH0	CHLRE_05g241751v5	
A0A2K3DSH2	CHLRE_05g241851v5	PF00078;
A0A2K3DSH3	CHLRE_05g241851v5	PF00078;
A0A2K3DSH5	CHLRE_05g241851v5	PF00078;
A0A2K3DSH6	CHLRE_05g241630v5	
A0A2K3DSH7	CHLRE_05g242650v5	
A0A2K3DSH9	CHLRE_05g241631v5	PF01753;
A0A2K3DSI0	CHLRE_05g241636v5	PF00010;
A0A2K3DSI2	CHLRE_05g242300v5	PF05091;
A0A2K3DSI3	CHLRE_05g241633v5	PF13229;
A0A2K3DSI5	CHLRE_05g241635v5	PF00271;
A0A2K3DSI6	CHLRE_05g241634v5	PF00125;PF16211;
A0A2K3DSI8	CHLRE_05g241641v5	
A0A2K3DSI9	CHLRE_05g241645v5	PF00078;
A0A2K3DSJ1	CHLRE_05g241646v5	
A0A2K3DSJ2	CHLRE_05g241643v5	
A0A2K3DSJ3	CHLRE_05g241644v5	
A0A2K3DSJ4	CHLRE_05g241900v5	
A0A2K3DSJ5	CHLRE_05g241651v5	
A0A2K3DSJ6	CHLRE_05g241642v5	
A0A2K3DSJ7	CHLRE_05g241654v5	
A0A2K3DSJ9	CHLRE_05g241655v5	
A0A2K3DSK2	CHLRE_05g241654v5 CHLRE_14g612300v5	
A0A2K3DSK3	CHLRE_05g241653v5	PF00628;
A0A2K3DSK4	CHLRE_05g234576v5	
A0A2K3DSK6	CHLRE_05g241652v5	PF18758;
A0A2K3DSK7	CHLRE_05g241629v5	
A0A2K3DSK8	CHLRE_05g234640v5	
A0A2K3DSL1	CHLRE_05g234636v5	PF13353;
A0A2K3DSL5	CHLRE_05g234642v5	PF07707;
A0A2K3DSL8	CHLRE_05g234641v5	
A0A2K3DSL9	CHLRE_05g234500v5	PF00400;
A0A2K3DSM0	CHLRE_05g234646v5	
A0A2K3DSM3	CHLRE_05g241639v5	PF02810;PF17775;
A0A2K3DSM5	CHLRE_05g234644v5	
A0A2K3DSM6	CHLRE_05g234640v5	
A0A2K3DSM7	CHLRE_05g234651v5	
A0A2K3DSM9	CHLRE_05g234643v5	
A0A2K3DSN1	CHLRE_05g234658v5	
A0A2K3DSN3	CHLRE_05g234654v5	PF00023;PF12796;PF04564;
A0A2K3DSN5	CHLRE_05g241648v5	
A0A2K3DSN6	CHLRE_05g234666v5	PF10421;
A0A2K3DSN7	CHLRE_05g234653v5	
A0A2K3DSN8	CHLRE_05g234649v5	PF12937;
A0A2K3DSN9	CHLRE_05g234661v5	PF00004;
A0A2K3DSP1	CHLRE_05g234666v5	
A0A2K3DSP6	CHLRE_05g234934v5	
A0A2K3DSQ0	CHLRE_05g234892v5	
A0A2K3DSQ1	CHLRE_05g234976v5	
A0A2K3DSQ2	CHLRE_05g234976v5	
A0A2K3DSQ3	CHLRE_05g234640v5	
A0A2K3DSQ4	CHLRE_05g235102v5	PF03372;PF00078;
A0A2K3DSQ5	CHLRE_05g235144v5	
A0A2K3DSQ9	CHLRE_05g234650v5	
A0A2K3DSR0	CHLRE_05g235355v5	
A0A2K3DSR1	CHLRE_05g235228v5	
A0A2K3DSR3	CHLRE_05g235650v5	
A0A2K3DSR4	CHLRE_05g235850v5	
A0A2K3DSR5	CHLRE_05g234651v5	
A0A2K3DSR7	CHLRE_05g235850v5	
A0A2K3DSR9	CHLRE_05g235060v5	
A0A2K3DSS0	CHLRE_05g235186v5	
A0A2K3DSS1	CHLRE_05g235950v5	
A0A2K3DSS2	CHLRE_05g235800v5	
A0A2K3DSS3	CHLRE_05g235900v5	
A0A2K3DSS4	CHLRE_05g236050v5	
A0A2K3DSS5	CHLRE_05g234660v5	PF12906;
A0A2K3DSS6	CHLRE_05g235550v5	
A0A2K3DSS7	CHLRE_05g236250v5	PF24883;PF00400;
A0A2K3DSS8	CHLRE_05g236350v5	
A0A2K3DSS9	CHLRE_05g236216v5	PF07714;
A0A2K3DST0	CHLRE_05g236183v5	
A0A2K3DST1	CHLRE_05g236100v5	
A0A2K3DST2	CHLRE_05g236300v5	
A0A2K3DST5	CHLRE_05g236450v5	
A0A2K3DST6	CHLRE_05g236000v5	PF07714;
A0A2K3DST7	CHLRE_05g236626v5	
A0A2K3DST8	CHLRE_05g236550v5	
A0A2K3DST9	CHLRE_05g236525v5	
A0A2K3DSU1	CHLRE_05g236600v5	
A0A2K3DSU2	CHLRE_05g236501v5	
A0A2K3DSU3	CHLRE_05g236450v5	
A0A2K3DSU4	CHLRE_05g235018v5	
A0A2K3DSU5	CHLRE_05g236700v5	
A0A2K3DSU6	CHLRE_05g236375v5	
A0A2K3DSU9	CHLRE_05g236850v5	
A0A2K3DSV0	CHLRE_05g236907v5	
A0A2K3DSV1	CHLRE_05g236878v5	PF00583;
A0A2K3DSV2	CHLRE_05g236926v5	
A0A2K3DSV3	CHLRE_05g236750v5	
A0A2K3DSV5	CHLRE_05g235600v5	
A0A2K3DSV7	CHLRE_05g236802v5	
A0A2K3DSV8	CHLRE_05g237150v5	
A0A2K3DSV9	CHLRE_05g237350v5	
A0A2K3DSW0	CHLRE_05g237450v5	PF16321;PF02482;
A0A2K3DSW2	CHLRE_05g237283v5	
A0A2K3DSW3	CHLRE_05g237250v5	
A0A2K3DSW4	CHLRE_05g237283v5	
A0A2K3DSW6	CHLRE_05g236039v5	
A0A2K3DSW7	CHLRE_05g237200v5	PF01031;PF00350;
A0A2K3DSX0	CHLRE_05g237650v5	
A0A2K3DSX3	CHLRE_05g237350v5	
A0A2K3DSX5	CHLRE_05g237650v5	
A0A2K3DSX6	CHLRE_05g236400v5	
A0A2K3DSX7	CHLRE_05g237526v5	
A0A2K3DSX8	CHLRE_05g237870v5	
A0A2K3DSX9	CHLRE_05g237910v5	
A0A2K3DSY0	CHLRE_05g237750v5	PF03980;
A0A2K3DSY1	CHLRE_05g237930v5	
A0A2K3DSY2	CHLRE_05g236700v5	
A0A2K3DSY3	CHLRE_05g238052v5	PF12796;PF13637;
A0A2K3DSY4	CHLRE_05g237950v5	
A0A2K3DSY5	CHLRE_05g238000v5	PF07707;
A0A2K3DSY6	CHLRE_05g238150v5	PF24681;
A0A2K3DSY7	CHLRE_05g237890v5	
A0A2K3DSY8	CHLRE_05g238200v5	
A0A2K3DSY9	CHLRE_05g238260v5	PF13432;PF07719;PF13181;
A0A2K3DSZ0	CHLRE_05g237050v5	PF06799;
A0A2K3DSZ1	CHLRE_05g238270v5	
A0A2K3DSZ7	CHLRE_05g238280v5	
A0A2K3DSZ8	CHLRE_05g238301v5	
A0A2K3DSZ9	CHLRE_05g238353v5	
A0A2K3DT01	CHLRE_05g238400v5	
A0A2K3DT02	CHLRE_05g238450v5	
A0A2K3DT03	CHLRE_05g238650v5	PF12499;
A0A2K3DT05	CHLRE_05g238600v5	PF12499;
A0A2K3DT06	CHLRE_05g238343v5	
A0A2K3DT09	CHLRE_05g238687v5	PF12499;
A0A2K3DT10	CHLRE_05g238364v5	
A0A2K3DT11	CHLRE_05g239000v5	PF13229;
A0A2K3DT12	CHLRE_05g238724v5	
A0A2K3DT14	CHLRE_05g238800v5	
A0A2K3DT15	CHLRE_05g238850v5	
A0A2K3DT17	CHLRE_05g238500v5	PF21016;
A0A2K3DT18	CHLRE_05g238140v5	
A0A2K3DT19	CHLRE_05g238761v5	
A0A2K3DT21	CHLRE_05g239151v5	PF03133;
A0A2K3DT22	CHLRE_05g239083v5	
A0A2K3DT23	CHLRE_05g239450v5	PF22547;PF22784;PF09414;
A0A2K3DT24	CHLRE_05g239400v5	
A0A2K3DT27	CHLRE_05g238935v5	
A0A2K3DT29	CHLRE_05g238550v5	
A0A2K3DT31	CHLRE_05g239700v5	
A0A2K3DT32	CHLRE_05g239300v5	
A0A2K3DT33	CHLRE_05g239650v5	
A0A2K3DT34	CHLRE_05g239500v5	
A0A2K3DT37	CHLRE_05g239550v5	
A0A2K3DT38	CHLRE_05g238950v5	PF00588;
A0A2K3DT39	CHLRE_05g239850v5	PF09423;PF16655;
A0A2K3DT40	CHLRE_05g239850v5	PF09423;PF16655;
A0A2K3DT41	CHLRE_05g239600v5	
A0A2K3DT42	CHLRE_05g239350v5	
A0A2K3DT43	CHLRE_05g239950v5	
A0A2K3DT45	CHLRE_05g240200v5	PF13639;
A0A2K3DT46	CHLRE_05g239850v5	PF09423;PF16655;
A0A2K3DT49	CHLRE_05g239900v5	PF00884;
A0A2K3DT52	CHLRE_05g239978v5	PF02694;
A0A2K3DT53	CHLRE_05g239750v5	PF00884;
A0A2K3DT54	CHLRE_05g240300v5	
A0A2K3DT57	CHLRE_05g240251v5	PF18758;
A0A2K3DT63	CHLRE_05g240750v5	
A0A2K3DT64	CHLRE_05g240650v5	PF00226;PF12171;PF21884;
A0A2K3DT66	CHLRE_05g240600v5	
A0A2K3DT67	CHLRE_05g240400v5	PF00891;
A0A2K3DT69	CHLRE_05g241050v5	
A0A2K3DT70	CHLRE_05g240900v5	
A0A2K3DT71	CHLRE_05g240900v5	
A0A2K3DT72	CHLRE_05g240350v5	
A0A2K3DT73	CHLRE_05g240950v5	
A0A2K3DT75	CHLRE_05g241000v5	PF10084;
A0A2K3DT76	CHLRE_05g240950v5	
A0A2K3DT77	CHLRE_05g241550v5	
A0A2K3DT80	CHLRE_05g241100v5	PF10084;
A0A2K3DT83	CHLRE_05g245158v5	PF02374;
