Locus Tag	Description	dN/dS	dN	dS	%min5Xcov	%min1Xcov	avg read depth	dN/dS vs CC9311	dN/dS 70_70	dN/dS PAML
sync_2583	hypothetical protein	NaN	0.0	0.0	0.0	35.64	0.356	NaN	NaN	NaN
sync_2584	possible Pectate lyase, putative	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2585	hypothetical protein	NaN	0.0	0.0	0.0	1.26	0.013	NaN	NaN	NaN
sync_2586	photosystem II D2 protein (photosystem q(a) protein)	0.018	0.003	0.168	99.62	100.0	13.169	0.02	0.013	0.00317893301448923
sync_2587	hypothetical protein	0.121	0.039	0.326	100.0	100.0	28.847	0.132	0.121	0.127704871240074
sync_2588	possible ABC transporter, ATP-binding component	0.205	0.059	0.289	100.0	100.0	24.288	0.2	0.205	0.142025432741203
sync_2590	hypothetical protein	0.98	0.147	0.15	100.0	100.0	15.615	1.004	0.98	NaN
sync_2591	DNA-binding response regulator RpaA	0.022	0.007	0.309	100.0	100.0	17.236	0.023	0.022	0.00412676987380691
sync_2592	DNA polymerase III, delta' subunit (EC:2.7.7.7 )	0.127	0.028	0.218	100.0	100.0	13.167	0.117	0.128	0.408964495897498
sync_2593	thymidylate kinase (EC:2.7.4.9 )	0.187	0.021	0.11	97.5	100.0	10.429	0.192	0.187	0.442757787125294
sync_2594	copper-translocating P-type ATPase (EC:3.6.3.4 )	0.054	0.008	0.155	96.27	100.0	11.559	0.056	0.054	0.0467627349736574
sync_2595	photosystem I assembly protein Ycf3	0.022	0.004	0.187	86.02	100.0	11.531	0.015	0.022	0.0575601929327941
sync_2596	DNA repair protein RadA	0.061	0.007	0.123	40.49	96.49	4.054	0.062	0.061	0.123529024225653
sync_2597	DNA-binding response regulator	0.088	0.008	0.095	81.12	100.0	7.558	0.089	0.088	0.0469813112509235
sync_2598	fatty acid/phospholipid synthesis protein PlsX	0.037	0.006	0.153	80.39	100.0	7.04	0.038	0.037	0.0254720353364234
sync_2599	3-oxoacyl-(acyl-carrier-protein) synthase III (EC:2.3.1.41 )	0.07	0.01	0.143	92.95	100.0	9.046	0.068	0.07	0.141824247323094
sync_2600	malonyl CoA-acyl carrier protein transacylase (EC:2.3.1.39 )	0.144	0.016	0.109	79.71	100.0	7.667	0.139	0.144	0.134554929913983
sync_2601	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC:2.3.1.51 )	0.175	0.024	0.14	100.0	100.0	10.596	0.173	0.175	0.203578330856123
sync_2602	hypothetical protein	0.141	0.018	0.131	96.94	100.0	7.597	0.126	0.141	0.2337030820319
sync_2603	glycoprotease family protein	0.202	0.028	0.139	81.25	100.0	6.925	0.238	0.202	0.404872448924281
sync_2604	Predicted metal-binding cluster containing protein	0.268	0.021	0.076	87.81	100.0	7.545	0.312	0.268	3.71353937717342
sync_2605	polyA polymerase family protein	0.213	0.045	0.211	98.97	100.0	10.078	0.217	0.213	0.239269559423905
sync_2606	putative RNA-binding protein	0.023	0.005	0.228	100.0	100.0	9.608	0.022	0.025	0.0125166919857853
sync_2607	phytoene synthase	0.063	0.017	0.274	100.0	100.0	7.88	0.069	0.068	0.2316527013335
sync_2608	phytoene desaturase (EC:1.14.99.- )	0.033	0.011	0.344	100.0	100.0	21.481	0.03	0.034	0.0609887859014285
sync_2609	hypothetical protein	0.115	0.024	0.208	100.0	100.0	14.618	0.136	0.145	0.0750160920491198
sync_2610	hypothetical protein	0.051	0.018	0.347	100.0	100.0	18.977	0.052	0.051	0.0294165407020985
sync_2611	transcriptional regulator, LysR family protein	0.04	0.007	0.171	95.48	100.0	11.329	0.042	0.04	0.348372817138355
sync_2612	Conserved NnrU/NnuR ortholog membrane enzyme	0.074	0.014	0.186	97.51	100.0	13.292	0.068	0.074	0.0984937734744588
sync_2613	NADH dehydrogenase I chain 5 (or L) (EC:1.6.5.- )	0.031	0.005	0.165	99.65	100.0	10.72	0.034	0.031	0.0465687790827583
sync_2614	NADH dehydrogenase I chain 4 (or M) (EC:1.6.5.- )	0.064	0.013	0.205	96.6	100.0	10.132	0.062	0.064	0.047877627742223
sync_2615	hypothetical protein	0.161	0.013	0.084	96.67	100.0	13.131	0.167	0.161	0.0974794931524867
sync_2616	segregation and condensation protein A	0.052	0.008	0.152	77.81	100.0	7.304	0.066	0.052	0.0396943984124185
sync_2617	nucleotidyl transferase family protein	0.041	0.009	0.206	98.98	100.0	9.638	0.037	0.041	0.0434982507111788
sync_2618	methylenetetrahydrofolate reductase family protein	0.1	0.017	0.173	100.0	100.0	11.165	0.093	0.101	0.143158103894296
sync_2619	transcriptional regulator, LuxR family protein	0.043	0.007	0.17	100.0	100.0	16.46	0.043	0.043	0.0250932316928461
sync_2620	Adenylate cyclase	0.183	0.036	0.195	100.0	100.0	10.281	0.191	0.183	0.493507995393592
sync_2621	predicted inorganic polyphosphate (EC:2.7.1.23 )	0.053	0.011	0.208	93.33	100.0	11.188	0.062	0.077	0.166201461234562
sync_2622	NADH dehydrogenase I chain 4L or K (EC:1.6.5.- )	0.13	0.025	0.193	100.0	100.0	11.333	0.123	0.13	0.417121581368972
sync_2623	NADH-ubiquinone/plastoquinone oxidoreductase, subunit 6	0.045	0.01	0.213	100.0	100.0	11.142	0.042	0.045	0.0459080332224071
sync_2624	NADH-plastoquinone oxidoreductase, I subunit (EC:1.6.5.3 )	0.041	0.008	0.206	100.0	100.0	13.962	0.043	0.041	0.261062481011285
sync_2625	NADH dehydrogenase I chain 1 (or H) (EC:1.6.5.- )	0.014	0.003	0.242	100.0	100.0	14.856	0.017	0.014	0.00946089429668232
sync_2626	Citrate synthase (EC:2.3.3.1 )	0.047	0.011	0.231	100.0	100.0	13.531	0.048	0.047	0.0354700547575087
sync_2627	phosphohistidine phosphatase SixA (EC:3.1.3.- )	0.362	0.037	0.102	86.4	100.0	7.757	0.329	0.362	1.54274842965673
sync_2628	hypothetical protein	0.173	0.032	0.183	90.49	100.0	10.789	0.171	0.173	0.267593309117586
sync_2629	hypothetical protein	0.212	0.027	0.126	78.22	100.0	5.801	0.204	0.212	0.139766693472376
sync_2630	heat-inducible transcription repressor HrcA	0.057	0.01	0.169	71.87	100.0	7.33	0.065	0.057	0.0605880873090058
sync_2631	receptor family ligand binding protein	0.165	0.031	0.185	97.34	100.0	9.626	0.168	0.172	0.195536044432553
sync_2632	hypothetical protein	0.094	0.029	0.311	96.53	100.0	11.548	0.087	0.094	0.096583032280874
sync_2633	tryptophan synthase, beta subunit (EC:4.2.1.20 )	0.04	0.006	0.139	100.0	100.0	9.574	0.033	0.04	0.36440488449098
sync_2634	hypothetical protein	0.082	0.011	0.136	100.0	100.0	10.84	0.083	0.094	0.23801463336211
sync_2635	Translation initiation factor SUI1	0.153	0.014	0.094	67.28	100.0	6.073	0.207	0.1	0.117924268416203
sync_2636	adenylylsulfate kinase (EC:2.7.1.25 )	0.129	0.016	0.121	74.66	100.0	6.83	0.12	0.129	0.0867037949502317
sync_2637	hypothetical protein	0.096	0.012	0.127	84.67	100.0	7.902	0.09	0.096	0.0741547075276402
sync_2638	phosphoribosylaminoimidazole carboxylase, catalytic subunit (EC:4.1.1.21 )	0.203	0.021	0.104	88.83	100.0	7.114	0.16	0.203	0.509741142944445
sync_2639	N-acetylglucosamine-6-phosphate deacetylase (EC:3.5.1.25 )	0.215	0.022	0.103	99.57	100.0	8.869	0.211	0.215	0.216557524321869
sync_2640	magnesium protoporphyrin O-methyltransferase (EC:2.1.1.11 )	0.128	0.037	0.289	96.92	100.0	16.954	0.128	0.143	0.140492112358887
sync_2641	Pseudouridine synthase (EC:4.2.1.70 )	0.264	0.038	0.144	91.67	99.9	9.85	0.258	0.275	0.328294674945265
sync_2642	DNA-binding response regulator	0.035	0.008	0.227	97.76	100.0	11.807	0.039	0.035	0.0754208504513672
sync_2643	hypothetical protein	0.221	0.052	0.237	100.0	100.0	13.97	0.227	0.221	0.666483626247689
sync_2644	NifS-like aminotransferase class-V (EC:2.8.1.7 )	0.136	0.026	0.192	98.19	100.0	9.225	0.138	0.136	0.191670266311462
sync_2645	hypothetical protein	0.183	0.021	0.115	49.54	100.0	4.212	0.176	0.19	0.0129433083096039
sync_2646	hypothetical protein	0.081	0.007	0.088	100.0	100.0	7.036	0.068	0.081	0.00954108714640865
sync_2647	S-adenosyl-methyltransferase MraW (EC:2.1.1.- )	0.107	0.015	0.136	91.75	100.0	7.867	0.118	0.107	0.0750765231339955
sync_2648	NADH dehydrogenase I chain 7 (or D) (EC:1.6.5.- )	0.024	0.004	0.149	84.39	100.0	7.587	0.033	0.024	0.041507773965711
sync_2649	hypothetical protein	Inf	0.2	0.0	0.5	100.0	3.047	Inf	Inf	0.0
sync_2650	Predicted thioesterase	NaN	0.0	0.0	8.06	100.0	3.758	NaN	NaN	0.0
sync_2651	putative inner membrane protein	NaN	0.0	0.0	0.0	100.0	2.255	NaN	NaN	NaN
sync_2652	TM2 domain family protein	NaN	0.0	0.0	0.0	100.0	1.971	NaN	NaN	NaN
sync_2653	putative O-succinylbenzoate--CoA ligase	NaN	0.0	0.0	0.0	87.78	1.866	NaN	NaN	0.182431016267139
sync_2654	O-succinylbenzoate-CoA synthase (EC:4.2.1.- )	0.155	0.023	0.148	19.08	92.23	2.607	0.152	0.155	0.187917684695329
sync_2655	1,4-dihydroxy-2-naphthoate phytyltransferase	0.133	0.006	0.045	24.66	71.64	2.914	0.129	0.133	0.750127706393178
sync_2656	isochorismate synthase (EC:5.4.4.2 )	0.0	0.0	0.047	7.25	64.7	1.703	0.0	0.0	0.23842267932503
sync_2657	glutathione synthase (EC:6.3.2.3 )	0.1	0.019	0.188	14.78	83.82	2.716	0.083	0.1	0.0317714349586494
sync_2658	glutaredoxin 3	0.188	0.009	0.046	39.02	100.0	3.788	0.19	0.188	2.7738379022646
sync_2660	hypothetical protein	0.0	0.0	0.089	55.24	100.0	4.648	0.0	0.0	0.0
sync_2661	Hypothetical UPF0054 protein	0.305	0.027	0.09	65.36	100.0	5.517	0.288	0.305	0.400345803201838
sync_2662	diacylglycerol kinase (EC:2.7.1.107 )	0.083	0.014	0.165	57.59	100.0	5.3	0.082	0.083	0.0464606065542275
sync_2663	para-aminobenzoate synthase component II (EC:6.3.5.8 )	0.057	0.009	0.16	68.68	100.0	6.281	0.071	0.057	0.0322419782424083
sync_2664	hydrolase, metallo-beta-lactamase family protein	0.199	0.015	0.075	78.47	100.0	7.326	0.194	0.199	0.219264774316803
sync_2665	L-asparaginase (EC:3.5.1.1 )	0.308	0.047	0.153	71.67	99.02	6.874	0.302	0.296	0.290053856962752
sync_2666	histidinol-phosphate aminotransferase (EC:2.6.1.9 )	0.176	0.03	0.17	91.93	100.0	8.222	0.175	0.176	0.14250597084786
sync_2667	arginyl-tRNA synthetase (EC:6.1.1.19 )	0.094	0.017	0.176	100.0	100.0	11.807	0.094	0.093	0.12420187915993
sync_2668	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2669	Iron-containing alcohol dehydrogenase (EC:1.1.1.1 )	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2670	Antibiotic biosynthesis monooxygenase	NaN	0.0	0.0	0.0	58.64	0.586	NaN	NaN	NaN
sync_2671	sensory box/GGDEF family protein	NaN	0.0	0.0	0.0	14.55	0.146	NaN	NaN	NaN
sync_2672	hypothetical protein	NaN	0.0	0.0	0.0	41.12	0.411	NaN	NaN	NaN
sync_2673	putative peroxidase	NaN	0.0	0.0	0.0	15.07	0.151	NaN	NaN	NaN
sync_2674	hypothetical protein	NaN	0.0	0.0	0.0	35.37	0.543	NaN	NaN	NaN
sync_2675	hypothetical protein	NaN	0.0	0.0	16.43	82.29	2.138	NaN	NaN	0.0
sync_2676	hypothetical protein	NaN	0.0	0.0	0.0	56.01	0.56	NaN	NaN	NaN
sync_2677	hypothetical protein	NaN	0.0	0.0	0.0	37.91	0.589	NaN	NaN	0.0
sync_2678	Carboxyvinyl-carboxyphosphonate phosphorylmutase(Carboxyphosphonoenolpyruvate phosphonomutase) (EC:2.7.8.23 )	0.063	0.007	0.107	30.62	54.12	3.641	0.071	0.071	0.0815114209350924
sync_2679	enantiomer-selective amidase (EC:6.3.5.- )	NaN	0.0	0.0	0.0	45.62	0.456	NaN	NaN	NaN
sync_2680	hypothetical protein	NaN	0.0	0.0	0.0	18.42	0.342	NaN	NaN	NaN
sync_2681	vanadium-dependent bromoperoxidase 2	NaN	0.0	0.0	0.0	16.0	0.256	NaN	NaN	NaN
sync_2682	hypothetical protein	NaN	0.0	0.0	0.0	45.52	0.455	NaN	NaN	NaN
sync_2683	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2684	hypothetical protein	NaN	0.0	0.0	0.0	13.04	0.13	NaN	NaN	NaN
sync_2685	mechanosensitive ion channel family protein	NaN	0.0	0.0	0.0	76.83	1.384	NaN	NaN	NaN
sync_2686	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2687	hypothetical protein	NaN	0.0	0.0	0.0	100.0	1.259	NaN	NaN	NaN
sync_2688	hypothetical protein	NaN	0.0	0.0	0.0	40.4	0.404	NaN	NaN	NaN
sync_2689	hypothetical protein	0.183	0.011	0.061	5.51	87.22	1.89	0.189	0.183	0.237327788186544
sync_2690	hypothetical protein	NaN	0.0	0.0	0.0	100.0	1.667	NaN	NaN	NaN
sync_2691	hypothetical protein	NaN	0.0	0.0	0.0	95.83	1.361	NaN	NaN	NaN
sync_2692	nicotinate-nucleotide pyrophosphorylase (EC:2.4.2.19 )	0.163	0.032	0.195	64.86	97.52	9.097	0.18	0.161	0.24705272029642
sync_2693	hypothetical protein	0.378	0.011	0.029	5.01	97.09	2.531	0.374	0.378	0.152216415021293
sync_2694	hypothetical protein	NaN	0.0	0.0	0.0	100.0	1.0	NaN	NaN	NaN
sync_2695	hypothetical protein	NaN	0.0	0.0	0.0	6.12	0.061	NaN	NaN	NaN
sync_2696	conserved hypothetical protein TIGR00149	NaN	0.0	0.0	0.0	47.36	0.943	NaN	NaN	NaN
sync_2697	hypothetical protein	NaN	0.0	0.0	0.0	62.67	1.08	NaN	NaN	NaN
sync_2698	hypothetical protein	0.118	0.021	0.176	2.95	95.42	2.352	0.099	0.129	0.170402863031616
sync_2699	tRNA modification GTPase TrmE	0.133	0.023	0.17	97.63	100.0	9.44	0.121	0.143	0.211006030471545
sync_2700	hypothetical protein	0.074	0.009	0.12	85.69	92.43	7.714	0.097	0.074	0.0803238713918923
sync_2701	Uncharacterized protein family protein	0.132	0.021	0.16	67.67	93.49	6.2	0.119	0.132	0.231431744739698
sync_2702	RelA/SpoT family protein	0.053	0.008	0.158	77.92	100.0	7.457	0.051	0.053	0.15206850131917
sync_2703	ABC transporter, ATP binding component, possibly for oligopeptides	0.089	0.009	0.101	89.96	100.0	9.581	0.086	0.089	0.10033427543522
sync_2704	hypothetical protein	0.0	0.0	0.071	11.49	89.08	2.943	0.0	0.0	1.72867545076283
sync_2705	cellulase (EC:3.2.1.4 )	0.281	0.043	0.153	73.02	87.56	9.717	0.242	0.267	0.329664828165816
sync_2706	23S RNA-specific pseudouridylate synthase (EC:4.2.1.70 )	0.07	0.017	0.245	100.0	100.0	12.68	0.065	0.077	0.143714093821876
sync_2707	GTPase family protein	0.059	0.009	0.16	96.36	100.0	10.02	0.059	0.056	0.310726361568362
sync_2708	universal stress family protein	0.191	0.022	0.113	100.0	100.0	11.021	0.19	0.191	0.268424216305995
sync_2709	phosphoglycerate kinase (EC:2.7.2.3 )	0.032	0.005	0.158	95.95	100.0	8.873	0.031	0.031	0.00831793962664429
sync_2710	possible Ribosomal L29e protein family protein	0.176	0.031	0.178	96.45	100.0	8.473	0.182	0.174	0.360593225886064
sync_2711	lipoprotein, putative	0.275	0.023	0.085	75.24	100.0	5.41	2.556	0.284	NaN
sync_2712	3-hydroxyisobutyrate dehydrogenase (EC:1.1.1.31 )	0.252	0.024	0.094	44.94	100.0	4.435	0.316	0.222	0.209003434539151
sync_2713	Uncharacterized secreted protein	0.1	0.013	0.13	66.4	98.14	5.522	0.092	0.1	0.240534175074356
sync_2714	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase (EC:2.4.1.227 )	0.119	0.012	0.102	68.9	100.0	5.116	0.137	0.119	0.130626910605015
sync_2715	L-threonine-O-3-phosphate decarboxylase (EC:4.1.1.81 )	0.291	0.03	0.104	70.32	100.0	5.652	0.283	0.291	0.310007331809327
sync_2716	hypothetical protein	0.173	0.024	0.142	49.56	66.0	4.37	0.165	0.173	0.180727619335556
sync_2717	possible general (type II) secretion pathway protein D precursor	0.137	0.033	0.242	26.56	28.79	2.905	0.134	0.137	0.199121235069814
sync_2718	hypothetical protein	0.301	0.029	0.096	57.35	81.78	5.121	0.307	0.278	0.321119894281123
sync_2719	Fimbrial assembly protein (PilN) family protein	0.116	0.013	0.113	25.69	48.63	1.847	0.106	0.233	0.886152501545654
sync_2720	hypothetical protein	0.271	0.047	0.173	64.33	100.0	5.743	0.283	0.269	0.290014163620393
sync_2721	dihydroorotate oxidase (EC:1.3.3.1 )	0.061	0.008	0.139	75.74	100.0	7.416	0.058	0.061	0.0966385834997627
sync_2722	ribonuclease H (EC:3.1.26.4 )	0.177	0.013	0.075	46.88	100.0	4.851	0.184	0.177	0.708731604946614
sync_2723	hypothetical protein	0.179	0.029	0.165	60.89	100.0	5.832	0.167	0.179	0.238262377813833
sync_2724	ribosomal protein L7/L12	0.039	0.002	0.057	54.52	100.0	5.269	0.04	0.039	0.0819757378395822
sync_2725	ribosomal protein L10	0.148	0.011	0.072	98.11	100.0	7.294	0.142	0.148	0.562541218041321
sync_2726	ribosomal protein L1	0.034	0.004	0.112	84.75	100.0	7.253	0.032	0.034	0.015425332664771
sync_2727	ribosomal protein L11	0.094	0.002	0.023	100.0	100.0	7.772	0.083	0.094	0.175249169435216
sync_2728	transcription termination/antitermination factor NusG	0.029	0.004	0.147	93.61	100.0	6.922	0.027	0.032	0.683533673665008
sync_2729	preprotein translocase, SecE subunit	0.09	0.005	0.053	83.75	100.0	6.221	0.09	0.09	NaN
sync_2730	ATPases with chaperone activity, ATP-binding subunit	0.046	0.008	0.177	80.81	100.0	7.326	0.05	0.045	0.0472702958217589
sync_2731	lactoylglutathione lyase (EC:4.4.1.5 )	0.184	0.022	0.118	100.0	100.0	9.943	0.175	0.2	0.455867240075047
sync_2732	phosphopyruvate hydratase (EC:4.2.1.11 )	0.032	0.005	0.168	91.96	100.0	10.715	0.036	0.037	0.00913519779313146
sync_2733	ABC1 domain protein	0.062	0.014	0.232	99.23	100.0	16.097	0.073	0.065	0.0430524573326979
sync_2734	hypothetical protein	0.175	0.034	0.194	100.0	100.0	15.292	0.189	0.175	0.571057137019281
sync_2735	Proline-rich region	0.342	0.072	0.21	100.0	100.0	15.503	0.334	0.345	0.44603584839376
sync_2736	arginine biosynthesis bifunctional protein ArgJ (EC:2.3.1.35,EC:2.3.1.1 )	0.137	0.039	0.281	100.0	100.0	12.731	0.137	0.138	0.184528919748534
sync_2737	dephospho-CoA kinase (EC:2.7.1.24 )	0.313	0.063	0.2	17.38	72.73	2.163	0.269	0.34	0.598647445379397
sync_2738	hypothetical protein	NaN	0.0	0.0	0.0	55.08	0.732	NaN	NaN	NaN
sync_2739	glutamyl-tRNA(Gln) amidotransferase, B subunit (EC:6.3.5.- )	0.043	0.015	0.349	96.9	100.0	22.653	0.046	0.044	0.0589313228826993
sync_2740	glycine oxidase ThiO (EC:1.4.3.19 )	0.157	0.055	0.351	85.88	100.0	12.431	0.161	0.159	0.303035859788334
sync_2741	nucleoside diphosphate kinase (EC:2.7.4.6 )	0.055	0.016	0.293	92.81	100.0	10.874	0.055	0.055	0.387221852506503
sync_2742	arginine decarboxylase (EC:4.1.1.19 )	0.067	0.022	0.322	100.0	100.0	13.698	0.067	0.068	0.0418233296446242
sync_2743	hypothetical protein	0.113	0.014	0.122	62.35	100.0	4.867	0.201	0.113	1.14235045474236
sync_2744	Cyclic nucleotide-binding domain	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2745	adenylate cyclase, putative	NaN	0.0	0.0	0.0	46.29	0.669	NaN	NaN	0.0248817241983529
sync_2746	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2747	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2748	hypothetical protein	NaN	0.0	0.0	0.0	12.1	0.175	NaN	NaN	NaN
sync_2749	hypothetical protein	NaN	0.0	0.0	0.0	50.08	0.768	NaN	NaN	NaN
sync_2750	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2751	hypothetical protein	NaN	0.0	0.0	0.0	93.88	0.939	NaN	NaN	NaN
sync_2752	hypothetical protein	NaN	0.0	0.0	0.0	100.0	1.0	NaN	NaN	NaN
sync_2753	hypothetical protein	NaN	0.0	0.0	0.0	61.24	0.612	NaN	NaN	NaN
sync_2754	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2755	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2756	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2757	transcriptional regulator	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2758	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2759	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2760	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2761	hypothetical protein	NaN	0.0	0.0	0.0	43.28	0.433	NaN	NaN	NaN
sync_2762	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2763	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2764	transcriptional regulator	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_2765	transcriptional regulator, Crp/Fnr family protein	NaN	0.0	0.0	0.0	61.93	1.207	NaN	0.151	0.237053442186324
sync_2766	RND multidrug efflux transporter	0.131	0.03	0.228	8.11	63.92	1.694	0.137	0.131	0.116271221486746
sync_2767	efflux transporter, RND family, MFP subunit subfamily	0.512	0.025	0.049	4.87	60.0	1.497	0.517	0.512	0.258935678836421
sync_2768	alanyl-tRNA synthetase (EC:6.1.1.7 )	0.098	0.023	0.231	91.09	100.0	12.106	0.1	0.096	0.0965541134552818
sync_2769	hypothetical protein	0.306	0.022	0.072	61.87	100.0	5.221	0.371	0.306	0.289627703597805
sync_2770	helicase, Snf2 family protein	0.038	0.005	0.121	67.76	100.0	6.112	0.041	0.038	0.0308012990702816
sync_2771	uncharacterized swim-like zn-finger-containing conserved protein	0.068	0.006	0.094	47.83	93.09	4.807	0.051	0.066	0.122576391699762
sync_2772	hypothetical protein	0.362	0.034	0.095	99.8	100.0	7.402	0.374	0.364	0.476124226765438
sync_2773	Mn2+ and Fe2+ transporter, NRAMP family protein	0.07	0.008	0.116	62.33	100.0	5.284	0.084	0.08	0.290729669455642
sync_2774	hypothetical protein	0.613	0.108	0.176	15.79	100.0	4.061	0.542	0.613	0.722164933924016
sync_2775	small heat shock protein (HSP20) family protein	0.143	0.013	0.094	86.9	100.0	6.391	0.148	0.143	0.194296257728537
sync_2776	possible Tripartite transporter component (TRAP-T family), substrate binding protein	0.124	0.008	0.068	85.93	100.0	6.445	0.114	0.152	0.105531759732887
sync_2777	possible Tripartite transporter component (TRAP-T family)	0.485	0.029	0.06	48.6	100.0	4.896	0.377	0.411	0.387422217039248
sync_2778	possible Tripartite transporter component (TRAP-T family)	0.11	0.014	0.129	81.1	100.0	7.081	0.106	0.11	0.0683790810977641
sync_2779	flavoprotein (EC:1.- )	0.055	0.008	0.152	93.3	100.0	9.504	0.057	0.055	0.0456973831416947
sync_2780	Flavodoxin:Flavin reductase-like domain (EC:1.- )	0.084	0.009	0.112	93.72	100.0	7.763	0.089	0.084	0.100259282757708
sync_2781	rubredoxin	0.044	0.003	0.078	54.9	96.22	4.713	0.042	0.044	0.0582259068328569
sync_2782	putative transcriptional regulator	NaN	0.0	0.0	0.0	1.96	0.059	NaN	NaN	NaN
sync_2783	possible reductase	0.172	0.036	0.211	100.0	100.0	11.251	0.165	0.173	0.15231773531253
sync_2784	hypothetical protein	0.269	0.038	0.143	62.45	87.89	6.159	0.305	0.293	0.225920246325459
sync_2785	hypothetical protein	NaN	0.0	0.0	0.0	100.0	4.0	NaN	0.625	NaN
sync_2786	hypothetical protein	0.125	0.033	0.268	100.0	100.0	10.85	0.118	0.125	0.0604091149757667
sync_2787	hypothetical protein	0.0	0.0	0.119	29.63	98.15	3.37	0.115	0.0	0.0
sync_2788	glycine dehydrogenase (EC:1.4.4.2 )	0.076	0.012	0.162	63.05	100.0	5.291	0.074	0.076	0.133023330128071
sync_2789	glycine cleavage system H protein	0.123	0.013	0.106	73.08	100.0	7.459	0.105	0.123	0.31790697722681
