protein_id	locus_tag	has_interpro	n_interpro_domains	interpro_ids
XP_002294674.1	THAPSDRAFT_11420	no	0	none
XP_002294675.1	THAPSDRAFT_25575	no	0	none
XP_002294676.1	THAPSDRAFT_11424	no	0	none
XP_002294677.1	THAPSDRAFT_11425	no	0	none
XP_002294678.1	THAPSDRAFT_11427	yes	1	IPR002123
XP_002294679.1	THAPSDRAFT_11430	no	0	none
XP_002294680.1	THAPSDRAFT_11433	yes	1	IPR000719
XP_002294681.1	THAPSDRAFT_38482	yes	1	IPR004217
XP_002294682.1	THAPSDRAFT_11437	no	0	none
XP_002294683.1	THAPSDRAFT_11438	no	0	none
XP_002294684.1	THAPSDRAFT_11439	no	0	none
XP_002294685.1	THAPSDRAFT_270271	no	0	none
XP_002294686.1	THAPSDRAFT_11441	no	0	none
XP_002294687.1	THAPSDRAFT_11442	yes	1	IPR006970
XP_002294688.1	THAPSDRAFT_14322	yes	1	IPR000719
XP_002294689.1	THAPSDRAFT_25582	yes	1	IPR000504
XP_002294690.1	THAPSDRAFT_25583	yes	2	IPR001012,IPR003903
XP_002294691.1	THAPSDRAFT_264674	no	0	none
XP_002294692.1	THAPSDRAFT_25587	no	0	none
XP_002294693.1	THAPSDRAFT_11454	yes	1	IPR000008
XP_002294694.1	THAPSDRAFT_17861	yes	1	IPR002198
XP_002294695.1	THAPSDRAFT_25590	no	0	none
XP_002294696.1	THAPSDRAFT_11460	no	0	none
XP_002294697.1	THAPSDRAFT_25593	no	0	none
XP_002294698.1	THAPSDRAFT_25594	no	0	none
XP_002294699.1	THAPSDRAFT_11466	no	0	none
XP_002294700.1	THAPSDRAFT_38469	yes	1	IPR001680
XP_002294701.1	THAPSDRAFT_264679	yes	1	IPR002013
XP_002294702.1	THAPSDRAFT_25601	no	0	none
XP_002294703.1	THAPSDRAFT_30550	yes	1	IPR007144
XP_002294704.1	THAPSDRAFT_25604	no	0	none
XP_002294705.1	THAPSDRAFT_11479	no	0	none
XP_002294706.1	THAPSDRAFT_25605	yes	2	IPR001926,IPR002028
XP_002294707.1	THAPSDRAFT_38460	yes	1	IPR001232
XP_002294708.1	THAPSDRAFT_11484	yes	1	IPR003131
XP_002294709.1	THAPSDRAFT_25608	no	0	none
XP_002294710.1	THAPSDRAFT_11487	yes	1	IPR008775
XP_002294711.1	THAPSDRAFT_11489	no	0	none
XP_002294712.1	THAPSDRAFT_38513	yes	1	IPR004147
XP_002294713.1	THAPSDRAFT_11492	no	0	none
XP_002294714.1	THAPSDRAFT_25613	yes	2	IPR000403,IPR003151
XP_002294715.1	THAPSDRAFT_270027	yes	1	IPR001932
XP_002294716.1	THAPSDRAFT_11498	no	0	none
XP_002294717.1	THAPSDRAFT_11499	no	0	none
XP_002294718.1	THAPSDRAFT_11506	yes	2	IPR003008,IPR008280
XP_002294719.1	THAPSDRAFT_264691	yes	1	IPR010796
XP_002294720.1	THAPSDRAFT_11510	no	0	none
XP_002294721.1	THAPSDRAFT_270029	yes	1	IPR001373
XP_002294722.1	THAPSDRAFT_25617	no	0	none
XP_002294723.1	THAPSDRAFT_11516	no	0	none
XP_002294724.1	THAPSDRAFT_25621	no	0	none
XP_002294725.1	THAPSDRAFT_25623	no	0	none
XP_002294726.1	THAPSDRAFT_17966	no	0	none
XP_002294727.1	THAPSDRAFT_270030	yes	1	IPR000569
XP_002294728.1	THAPSDRAFT_264694	yes	1	IPR002068
XP_002294729.1	THAPSDRAFT_11529	no	0	none
XP_002294730.1	THAPSDRAFT_264699	yes	1	IPR000408
XP_002294731.1	THAPSDRAFT_11534	no	0	none
XP_002294732.1	THAPSDRAFT_25633	no	0	none
XP_002294733.1	THAPSDRAFT_11537	no	0	none
XP_002294734.1	THAPSDRAFT_11539	no	0	none
XP_002294735.1	THAPSDRAFT_11541	no	0	none
XP_002294736.1	THAPSDRAFT_11543	no	0	none
XP_002294737.1	THAPSDRAFT_11545	yes	1	IPR001283
XP_002294738.1	THAPSDRAFT_270038	yes	1	IPR001309
XP_002294739.1	THAPSDRAFT_11548	yes	1	IPR002085
XP_002294740.1	THAPSDRAFT_25639	yes	1	IPR002573
XP_002294741.1	THAPSDRAFT_25640	no	0	none
XP_002294742.1	THAPSDRAFT_42965	yes	2	IPR004113,IPR006094
XP_002294743.1	THAPSDRAFT_260392	no	0	none
XP_002294744.1	THAPSDRAFT_11557	yes	1	IPR008775
XP_002294745.1	THAPSDRAFT_11559	no	0	none
XP_002294746.1	THAPSDRAFT_11562	yes	1	IPR006970
XP_002294747.1	THAPSDRAFT_38466	yes	1	IPR001537
XP_002294748.1	THAPSDRAFT_11564	no	0	none
XP_002294749.1	THAPSDRAFT_38449	yes	1	IPR001129
XP_002294750.1	THAPSDRAFT_25650	no	0	none
XP_002294751.1	THAPSDRAFT_25651	no	0	none
XP_002294752.1	THAPSDRAFT_11575	no	0	none
XP_002294753.1	THAPSDRAFT_11576	no	0	none
XP_002294754.1	THAPSDRAFT_270048	yes	1	IPR000834
XP_002294755.1	THAPSDRAFT_25658	no	0	none
XP_002294756.1	THAPSDRAFT_25659	no	0	none
XP_002294757.1	THAPSDRAFT_11586	no	0	none
XP_002294758.1	THAPSDRAFT_11588	yes	1	IPR000637
XP_002294759.1	THAPSDRAFT_38514	no	0	none
XP_002294760.1	THAPSDRAFT_15545	yes	1	IPR007085
XP_002294761.1	THAPSDRAFT_11594	no	0	none
XP_002294762.1	THAPSDRAFT_14364	yes	1	IPR000374
XP_002294763.1	THAPSDRAFT_38391	no	0	none
XP_002294764.1	THAPSDRAFT_264725	no	0	none
XP_002294765.1	THAPSDRAFT_25663	no	0	none
XP_002294766.1	THAPSDRAFT_264726	yes	1	IPR001789
XP_002294767.1	THAPSDRAFT_264727	yes	1	IPR001611
XP_002294768.1	THAPSDRAFT_25664	no	0	none
XP_002294769.1	THAPSDRAFT_12662	yes	1	IPR003333
XP_002294770.1	THAPSDRAFT_11609	no	0	none
XP_002294771.1	THAPSDRAFT_11612	yes	2	IPR000873,IPR002110
XP_002294772.1	THAPSDRAFT_11613	no	0	none
XP_002294773.1	THAPSDRAFT_11614	yes	1	IPR004130
XP_002294774.1	THAPSDRAFT_11617	no	0	none
XP_002294775.1	THAPSDRAFT_11621	no	0	none
XP_002294776.1	THAPSDRAFT_11622	no	0	none
XP_002294777.1	THAPSDRAFT_11628	no	0	none
XP_002294778.1	THAPSDRAFT_11629	no	0	none
XP_002294779.1	THAPSDRAFT_38428	yes	1	IPR002680
XP_002294780.1	THAPSDRAFT_11633	no	0	none
XP_002294781.1	THAPSDRAFT_25675	yes	1	IPR001611
XP_002294782.1	THAPSDRAFT_11636	no	0	none
XP_002294783.1	THAPSDRAFT_11637	yes	1	IPR001952
XP_002294784.1	THAPSDRAFT_11639	no	0	none
XP_002294785.1	THAPSDRAFT_11640	no	0	none
XP_002294786.1	THAPSDRAFT_11643	yes	1	IPR001471
XP_002294787.1	THAPSDRAFT_25677	yes	1	IPR006667
XP_002294788.1	THAPSDRAFT_11646	no	0	none
XP_002294789.1	THAPSDRAFT_11647	no	0	none
XP_002294790.1	THAPSDRAFT_25679	no	0	none
XP_002294791.1	THAPSDRAFT_11654	no	0	none
XP_002294792.1	THAPSDRAFT_11656	no	0	none
XP_002294793.1	THAPSDRAFT_264751	no	0	none
XP_002294794.1	THAPSDRAFT_11659	no	0	none
XP_002294795.1	THAPSDRAFT_11661	yes	1	IPR001585
XP_002294796.1	THAPSDRAFT_38597	yes	2	IPR001150,IPR004184
XP_002294797.1	THAPSDRAFT_264757	yes	1	IPR007197
XP_002294798.1	THAPSDRAFT_11665	no	0	none
XP_002294799.1	THAPSDRAFT_38576	yes	1	IPR004839
XP_002294800.1	THAPSDRAFT_264759	yes	1	IPR000101
XP_002294801.1	THAPSDRAFT_38757	yes	1	IPR002917
XP_002294802.1	THAPSDRAFT_38735	yes	1	IPR001611
XP_002294803.1	THAPSDRAFT_25681	no	0	none
XP_002294804.1	THAPSDRAFT_264761	no	0	none
XP_002294805.1	THAPSDRAFT_11676	no	0	none
XP_002294806.1	THAPSDRAFT_264767	yes	1	IPR000399
XP_002294807.1	THAPSDRAFT_25686	no	0	none
XP_002294808.1	THAPSDRAFT_11683	no	0	none
XP_002294809.1	THAPSDRAFT_11684	no	0	none
XP_002294810.1	THAPSDRAFT_25687	no	0	none
XP_002294811.1	THAPSDRAFT_11687	yes	1	IPR000727
XP_002294812.1	THAPSDRAFT_11688	no	0	none
XP_002294813.1	THAPSDRAFT_25689	no	0	none
XP_002294814.1	THAPSDRAFT_11691	no	0	none
XP_002294815.1	THAPSDRAFT_38764	yes	1	IPR001487
XP_002294816.1	THAPSDRAFT_11695	no	0	none
XP_002294817.1	THAPSDRAFT_11697	no	0	none
XP_002294818.1	THAPSDRAFT_38724	yes	1	IPR002016
XP_002294819.1	THAPSDRAFT_25693	yes	1	IPR002921
XP_002294820.1	THAPSDRAFT_264773	yes	1	IPR003439
XP_002294821.1	THAPSDRAFT_11707	no	0	none
XP_002294822.1	THAPSDRAFT_11710	no	0	none
XP_002294823.1	THAPSDRAFT_25698	no	0	none
XP_002294824.1	THAPSDRAFT_11718	no	0	none
XP_002294825.1	THAPSDRAFT_11721	no	0	none
XP_002294826.1	THAPSDRAFT_11722	no	0	none
XP_002294827.1	THAPSDRAFT_11724	no	0	none
XP_002294828.1	THAPSDRAFT_11725	yes	1	IPR001584
XP_002294829.1	THAPSDRAFT_264777	yes	1	IPR001878
XP_002294830.1	THAPSDRAFT_38743	yes	2	IPR000719,IPR002048
XP_002294831.1	THAPSDRAFT_264781	yes	1	IPR000727
XP_002294832.1	THAPSDRAFT_11734	no	0	none
XP_002294833.1	THAPSDRAFT_25702	no	0	none
XP_002294834.1	THAPSDRAFT_25703	no	0	none
XP_002294835.1	THAPSDRAFT_11737	no	0	none
XP_002294836.1	THAPSDRAFT_11738	no	0	none
XP_002294837.1	THAPSDRAFT_264783	yes	2	IPR002099,IPR003594
XP_002294838.1	THAPSDRAFT_264786	yes	1	IPR007832
XP_002294839.1	THAPSDRAFT_11743	no	0	none
XP_002294840.1	THAPSDRAFT_270071	yes	5	IPR000674,IPR002346,IPR002888,IPR005107,IPR008274
XP_002294841.1	THAPSDRAFT_25707	yes	1	IPR005123
XP_002294842.1	THAPSDRAFT_11749	no	0	none
XP_002294843.1	THAPSDRAFT_11751	no	0	none
XP_002294844.1	THAPSDRAFT_25708	no	0	none
XP_002294845.1	THAPSDRAFT_38667	yes	1	IPR001344
XP_002294846.1	THAPSDRAFT_11757	yes	1	IPR002048
XP_002294847.1	THAPSDRAFT_11758	no	0	none
XP_002294848.1	THAPSDRAFT_11760	no	0	none
XP_002294849.1	THAPSDRAFT_11761	no	0	none
XP_002294850.1	THAPSDRAFT_25713	no	0	none
XP_002294851.1	THAPSDRAFT_38685	yes	1	IPR001752
XP_002294852.1	THAPSDRAFT_25719	no	0	none
XP_002294853.1	THAPSDRAFT_25722	yes	3	IPR000409,IPR000504,IPR001680
XP_002294854.1	THAPSDRAFT_25724	yes	1	IPR002838
XP_002294855.1	THAPSDRAFT_25725	yes	1	IPR003369
XP_002294856.1	THAPSDRAFT_15688	no	0	none
XP_002294857.1	THAPSDRAFT_25726	yes	1	IPR002921
XP_002294858.1	THAPSDRAFT_11788	no	0	none
XP_002294859.1	THAPSDRAFT_11789	no	0	none
XP_002294860.1	THAPSDRAFT_11790	no	0	none
XP_002294861.1	THAPSDRAFT_264809	yes	1	IPR003000
XP_002294862.1	THAPSDRAFT_11793	no	0	none
XP_002294863.1	THAPSDRAFT_11794	no	0	none
XP_002294864.1	THAPSDRAFT_11795	yes	1	IPR000571
XP_002294865.1	THAPSDRAFT_11796	no	0	none
XP_002294866.1	THAPSDRAFT_25729	yes	2	IPR001451,IPR003307
XP_002294867.1	THAPSDRAFT_264811	yes	1	IPR005240
XP_002294868.1	THAPSDRAFT_25730	yes	1	IPR007843
XP_002294869.1	THAPSDRAFT_38768	yes	1	IPR001005
XP_002294870.1	THAPSDRAFT_19897	yes	1	IPR001005
XP_002294871.1	THAPSDRAFT_25733	yes	1	IPR005547
XP_002294872.1	THAPSDRAFT_25734	no	0	none
XP_002294873.1	THAPSDRAFT_25736	no	0	none
XP_002294874.1	THAPSDRAFT_264816	yes	3	IPR000305,IPR000432,IPR007695
XP_002294875.1	THAPSDRAFT_270273	no	0	none
XP_002294876.1	THAPSDRAFT_11817	no	0	none
XP_002294877.1	THAPSDRAFT_30683	yes	1	IPR001353
XP_002294878.1	THAPSDRAFT_38732	yes	1	IPR003018
XP_002294879.1	THAPSDRAFT_38647	yes	1	IPR001789
XP_002294880.1	THAPSDRAFT_25742	no	0	none
XP_002294881.1	THAPSDRAFT_11823	yes	1	IPR002110
XP_002294882.1	THAPSDRAFT_11825	no	0	none
XP_002294883.1	THAPSDRAFT_38632	no	0	none
XP_002294884.1	THAPSDRAFT_11832	no	0	none
XP_002294885.1	THAPSDRAFT_25744	no	0	none
XP_002294886.1	THAPSDRAFT_270092	yes	1	IPR001344
XP_002294887.1	THAPSDRAFT_11838	yes	1	IPR002035
XP_002294888.1	THAPSDRAFT_30691	yes	1	IPR001045
XP_002294889.1	THAPSDRAFT_11842	yes	1	IPR006198
XP_002294890.1	THAPSDRAFT_25749	no	0	none
XP_002294891.1	THAPSDRAFT_25750	no	0	none
XP_002294892.1	THAPSDRAFT_264834	yes	1	IPR005114
XP_002294893.1	THAPSDRAFT_38723	no	0	none
XP_002294894.1	THAPSDRAFT_25753	yes	3	IPR005844,IPR005845,IPR005846
XP_002294895.1	THAPSDRAFT_25754	no	0	none
XP_002294896.1	THAPSDRAFT_11853	yes	1	IPR002921
XP_002294897.1	THAPSDRAFT_25755	no	0	none
XP_002294898.1	THAPSDRAFT_19963	yes	1	IPR001164
XP_002294899.1	THAPSDRAFT_11858	no	0	none
XP_002294900.1	THAPSDRAFT_11860	no	0	none
XP_002294901.1	THAPSDRAFT_25757	yes	1	IPR000237
XP_002294902.1	THAPSDRAFT_11864	no	0	none
XP_002294903.1	THAPSDRAFT_11865	no	0	none
XP_002294904.1	THAPSDRAFT_11867	no	0	none
XP_002294905.1	THAPSDRAFT_11868	no	0	none
XP_002294906.1	THAPSDRAFT_11869	yes	1	IPR001849
XP_002294907.1	THAPSDRAFT_11871	no	0	none
XP_002294908.1	THAPSDRAFT_38767	no	0	none
XP_002294909.1	THAPSDRAFT_264847	no	0	none
XP_002294910.1	THAPSDRAFT_38616	yes	1	IPR002048
XP_002294911.1	THAPSDRAFT_38609	yes	1	IPR000286
XP_002294912.1	THAPSDRAFT_25766	no	0	none
XP_002294913.1	THAPSDRAFT_25767	no	0	none
XP_002294914.1	THAPSDRAFT_13224	yes	2	IPR000504,IPR002004
XP_002294915.1	THAPSDRAFT_25771	no	0	none
XP_002294916.1	THAPSDRAFT_264854	yes	1	IPR000719
XP_002294917.1	THAPSDRAFT_25772	yes	1	IPR004000
XP_002294918.1	THAPSDRAFT_25775	yes	1	IPR001841
XP_002294919.1	THAPSDRAFT_11897	yes	1	IPR000421
XP_002294920.1	THAPSDRAFT_25777	no	0	none
XP_002294921.1	THAPSDRAFT_264858	yes	1	IPR000733
XP_002294922.1	THAPSDRAFT_11906	no	0	none
XP_002294923.1	THAPSDRAFT_270110	yes	1	IPR002882
XP_002294924.1	THAPSDRAFT_25782	no	0	none
XP_002294925.1	THAPSDRAFT_38652	yes	2	IPR000008,IPR001711
XP_002294926.1	THAPSDRAFT_264862	yes	2	IPR000582,IPR002110
XP_002294927.1	THAPSDRAFT_264863	yes	1	IPR006977
XP_002294928.1	THAPSDRAFT_11913	yes	1	IPR001130
XP_002294929.1	THAPSDRAFT_38672	yes	1	IPR001806
XP_002294930.1	THAPSDRAFT_264865	yes	1	IPR002059
XP_002294931.1	THAPSDRAFT_11918	no	0	none
XP_002294932.1	THAPSDRAFT_264866	yes	1	IPR000719
XP_002294933.1	THAPSDRAFT_270113	yes	2	IPR000595,IPR002048
XP_002294934.1	THAPSDRAFT_25786	no	0	none
XP_002294935.1	THAPSDRAFT_11921	no	0	none
XP_002294936.1	THAPSDRAFT_264868	yes	2	IPR006935,IPR011545
XP_002294937.1	THAPSDRAFT_264869	yes	1	IPR001650
XP_002294938.1	THAPSDRAFT_11924	yes	1	IPR002885
XP_002294939.1	THAPSDRAFT_11926	yes	1	IPR006461
XP_002294940.1	THAPSDRAFT_11927	no	0	none
XP_002294941.1	THAPSDRAFT_11929	yes	1	IPR000225
XP_002294942.1	THAPSDRAFT_11932	no	0	none
XP_002294943.1	THAPSDRAFT_11933	no	0	none
XP_002294944.1	THAPSDRAFT_11934	no	0	none
XP_002294945.1	THAPSDRAFT_26051	yes	2	IPR008146,IPR008147
XP_002294946.1	THAPSDRAFT_25793	no	0	none
XP_002294947.1	THAPSDRAFT_11939	no	0	none
XP_002294948.1	THAPSDRAFT_11941	no	0	none
XP_002294949.1	THAPSDRAFT_11943	no	0	none
XP_002294950.1	THAPSDRAFT_25796	no	0	none
XP_002294951.1	THAPSDRAFT_11947	no	0	none
XP_002294952.1	THAPSDRAFT_18846	no	0	none
XP_002294953.1	THAPSDRAFT_25799	no	0	none
XP_002294954.1	THAPSDRAFT_25800	no	0	none
XP_002294955.1	THAPSDRAFT_264879	no	0	none
XP_002294956.1	THAPSDRAFT_11958	no	0	none
XP_002294957.1	THAPSDRAFT_270115	no	0	none
XP_002294958.1	THAPSDRAFT_11960	no	0	none
XP_002294959.1	THAPSDRAFT_25805	no	0	none
XP_002294960.1	THAPSDRAFT_25806	no	0	none
XP_002294961.1	THAPSDRAFT_11965	no	0	none
XP_002294962.1	THAPSDRAFT_11966	no	0	none
XP_002294963.1	THAPSDRAFT_11968	no	0	none
XP_002294964.1	THAPSDRAFT_11969	no	0	none
XP_002294965.1	THAPSDRAFT_25808	yes	1	IPR001993
XP_002294966.1	THAPSDRAFT_264748	no	0	none
XP_002294967.1	THAPSDRAFT_11660	no	0	none
XP_002294968.1	THAPSDRAFT_264753	yes	1	IPR007197
XP_002294969.1	THAPSDRAFT_38760	yes	2	IPR001150,IPR004184
XP_002294970.1	THAPSDRAFT_11664	no	0	none
XP_002294971.1	THAPSDRAFT_11666	no	0	none
XP_002294972.1	THAPSDRAFT_11667	no	0	none
XP_002294973.1	THAPSDRAFT_11671	no	0	none
XP_002294974.1	THAPSDRAFT_26467	no	0	none
XP_002294975.1	THAPSDRAFT_843	yes	1	IPR001806
XP_002294976.1	THAPSDRAFT_14225	yes	2	IPR001650,IPR011545
XP_002294977.1	THAPSDRAFT_38726	yes	1	IPR001611
XP_002294978.1	THAPSDRAFT_25685	no	0	none
XP_002294979.1	THAPSDRAFT_11680	no	0	none
XP_002294980.1	THAPSDRAFT_11681	no	0	none
XP_002294981.1	THAPSDRAFT_11685	no	0	none
XP_002294982.1	THAPSDRAFT_25688	yes	1	IPR001680
XP_002294983.1	THAPSDRAFT_264768	no	0	none
XP_002294984.1	THAPSDRAFT_11693	no	0	none
XP_002294985.1	THAPSDRAFT_38575	yes	1	IPR002198
XP_002294986.1	THAPSDRAFT_11698	no	0	none
XP_002294987.1	THAPSDRAFT_38574	yes	1	IPR001623
XP_002294988.1	THAPSDRAFT_11700	no	0	none
XP_002294989.1	THAPSDRAFT_25692	no	0	none
XP_002294990.1	THAPSDRAFT_270065	yes	1	IPR001680
XP_002294991.1	THAPSDRAFT_25695	no	0	none
XP_002294992.1	THAPSDRAFT_11709	no	0	none
XP_002294993.1	THAPSDRAFT_264774	yes	1	IPR003104
XP_002294994.1	THAPSDRAFT_11712	no	0	none
XP_002294995.1	THAPSDRAFT_11713	yes	1	IPR000727
XP_002294996.1	THAPSDRAFT_25697	yes	1	IPR002110
XP_002294997.1	THAPSDRAFT_11717	yes	1	IPR000086
XP_002294998.1	THAPSDRAFT_11719	no	0	none
XP_002294999.1	THAPSDRAFT_11720	no	0	none
XP_002295000.1	THAPSDRAFT_264776	yes	2	IPR003959,IPR004176
XP_002295001.1	THAPSDRAFT_11726	no	0	none
XP_002295002.1	THAPSDRAFT_11727	no	0	none
XP_002295003.1	THAPSDRAFT_11728	no	0	none
XP_002295004.1	THAPSDRAFT_264782	no	0	none
XP_002295005.1	THAPSDRAFT_11731	no	0	none
XP_002295006.1	THAPSDRAFT_25701	no	0	none
XP_002295007.1	THAPSDRAFT_11733	no	0	none
XP_002295008.1	THAPSDRAFT_11739	yes	1	IPR005834
XP_002295009.1	THAPSDRAFT_270069	yes	1	IPR002498
XP_002295010.1	THAPSDRAFT_11744	no	0	none
XP_002295011.1	THAPSDRAFT_11746	yes	1	IPR005818
XP_002295012.1	THAPSDRAFT_11747	yes	1	IPR001680
XP_002295013.1	THAPSDRAFT_11750	yes	1	IPR001683
XP_002295014.1	THAPSDRAFT_11752	no	0	none
XP_002295015.1	THAPSDRAFT_270233	no	0	none
XP_002295016.1	THAPSDRAFT_11756	no	0	none
XP_002295017.1	THAPSDRAFT_264792	yes	2	IPR001650,IPR011545
XP_002295018.1	THAPSDRAFT_11762	no	0	none
XP_002295019.1	THAPSDRAFT_38578	yes	1	IPR001023
XP_002295020.1	THAPSDRAFT_30659	yes	1	IPR001279
XP_002295021.1	THAPSDRAFT_14772	yes	1	IPR002129
XP_002295022.1	THAPSDRAFT_38736	yes	1	IPR000719
XP_002295023.1	THAPSDRAFT_11770	no	0	none
XP_002295024.1	THAPSDRAFT_264799	no	0	none
XP_002295025.1	THAPSDRAFT_25718	no	0	none
XP_002295026.1	THAPSDRAFT_264804	no	0	none
XP_002295027.1	THAPSDRAFT_264805	no	0	none
XP_002295028.1	THAPSDRAFT_25721	no	0	none
XP_002295029.1	THAPSDRAFT_11777	no	0	none
XP_002295030.1	THAPSDRAFT_11779	yes	1	IPR001214
XP_002295031.1	THAPSDRAFT_264807	no	0	none
XP_002295032.1	THAPSDRAFT_264808	yes	1	IPR005123
XP_002295033.1	THAPSDRAFT_25727	no	0	none
XP_002295034.1	THAPSDRAFT_20220	no	0	none
XP_002295035.1	THAPSDRAFT_18991	yes	1	IPR000504
XP_002295036.1	THAPSDRAFT_11797	no	0	none
XP_002295037.1	THAPSDRAFT_11799	no	0	none
XP_002295038.1	THAPSDRAFT_11801	yes	1	IPR006700
XP_002295039.1	THAPSDRAFT_38662	yes	1	IPR001680
XP_002295040.1	THAPSDRAFT_270087	yes	1	IPR001680
XP_002295041.1	THAPSDRAFT_11806	yes	1	IPR005547
XP_002295042.1	THAPSDRAFT_17654	yes	1	IPR006055
XP_002295043.1	THAPSDRAFT_264815	yes	1	IPR001567
XP_002295044.1	THAPSDRAFT_25735	no	0	none
XP_002295045.1	THAPSDRAFT_38679	no	0	none
XP_002295046.1	THAPSDRAFT_25738	yes	1	IPR002110
XP_002295047.1	THAPSDRAFT_25739	yes	1	IPR002035
XP_002295048.1	THAPSDRAFT_11822	yes	1	IPR002860
XP_002295049.1	THAPSDRAFT_11824	yes	1	IPR003682
XP_002295050.1	THAPSDRAFT_11826	yes	1	IPR003689
XP_002295051.1	THAPSDRAFT_19069	no	0	none
XP_002295052.1	THAPSDRAFT_264824	yes	1	IPR000649
XP_002295053.1	THAPSDRAFT_38559	yes	1	IPR000719
XP_002295054.1	THAPSDRAFT_11831	no	0	none
XP_002295055.1	THAPSDRAFT_11833	no	0	none
XP_002295056.1	THAPSDRAFT_38651	yes	1	IPR008496
XP_002295057.1	THAPSDRAFT_264827	yes	1	IPR000719
XP_002295058.1	THAPSDRAFT_11836	no	0	none
XP_002295059.1	THAPSDRAFT_25746	no	0	none
XP_002295060.1	THAPSDRAFT_11841	no	0	none
XP_002295061.1	THAPSDRAFT_25748	no	0	none
XP_002295062.1	THAPSDRAFT_11846	no	0	none
XP_002295063.1	THAPSDRAFT_11848	no	0	none
XP_002295064.1	THAPSDRAFT_11851	no	0	none
XP_002295065.1	THAPSDRAFT_11854	no	0	none
XP_002295066.1	THAPSDRAFT_11855	no	0	none
XP_002295067.1	THAPSDRAFT_264837	yes	1	IPR007577
XP_002295068.1	THAPSDRAFT_264838	no	0	none
XP_002295069.1	THAPSDRAFT_38656	yes	1	IPR000182
XP_002295070.1	THAPSDRAFT_30701	yes	1	IPR000182
XP_002295071.1	THAPSDRAFT_264846	yes	1	IPR000668
XP_002295072.1	THAPSDRAFT_25762	yes	1	IPR000048
XP_002295073.1	THAPSDRAFT_11876	no	0	none
XP_002295074.1	THAPSDRAFT_11878	yes	1	IPR002921
XP_002295075.1	THAPSDRAFT_11879	no	0	none
XP_002295076.1	THAPSDRAFT_38602	yes	1	IPR001327
XP_002295077.1	THAPSDRAFT_26470	no	0	none
XP_002295078.1	THAPSDRAFT_264851	no	0	none
XP_002295079.1	THAPSDRAFT_43076	yes	1	IPR004044
XP_002295080.1	THAPSDRAFT_11887	no	0	none
XP_002295081.1	THAPSDRAFT_264853	yes	1	IPR001005
XP_002295082.1	THAPSDRAFT_38752	no	0	none
XP_002295083.1	THAPSDRAFT_25773	yes	1	IPR001680
XP_002295084.1	THAPSDRAFT_26473	yes	1	IPR004843
XP_002295085.1	THAPSDRAFT_11896	no	0	none
XP_002295086.1	THAPSDRAFT_25776	no	0	none
XP_002295087.1	THAPSDRAFT_38583	yes	1	IPR001344
XP_002295088.1	THAPSDRAFT_11902	no	0	none
XP_002295089.1	THAPSDRAFT_25779	no	0	none
XP_002295090.1	THAPSDRAFT_11905	no	0	none
XP_002295091.1	THAPSDRAFT_11907	no	0	none
XP_002295092.1	THAPSDRAFT_25781	no	0	none
XP_002295093.1	THAPSDRAFT_25783	no	0	none
XP_002295094.1	THAPSDRAFT_11915	no	0	none
XP_002295095.1	THAPSDRAFT_25787	no	0	none
XP_002295096.1	THAPSDRAFT_25788	yes	1	IPR001378
XP_002295097.1	THAPSDRAFT_25789	no	0	none
XP_002295098.1	THAPSDRAFT_260604	no	0	none
XP_002295099.1	THAPSDRAFT_25790	no	0	none
XP_002295100.1	THAPSDRAFT_11938	no	0	none
XP_002295101.1	THAPSDRAFT_25794	no	0	none
XP_002295102.1	THAPSDRAFT_25795	yes	1	IPR006055
XP_002295103.1	THAPSDRAFT_11945	no	0	none
XP_002295104.1	THAPSDRAFT_25797	yes	1	IPR001092
XP_002295105.1	THAPSDRAFT_11949	no	0	none
XP_002295106.1	THAPSDRAFT_11951	yes	1	IPR002198
XP_002295107.1	THAPSDRAFT_11953	yes	1	IPR000873
XP_002295108.1	THAPSDRAFT_25801	yes	1	IPR001611
XP_002295109.1	THAPSDRAFT_25802	no	0	none
XP_002295110.1	THAPSDRAFT_25803	no	0	none
XP_002295111.1	THAPSDRAFT_11962	no	0	none
XP_002295112.1	THAPSDRAFT_11963	yes	2	IPR001223,IPR002557
XP_002295113.1	THAPSDRAFT_25807	no	0	none
XP_002295114.1	THAPSDRAFT_11970	no	0	none
XP_002295115.1	THAPSDRAFT_25809	no	0	none
XP_002295116.1	THAPSDRAFT_11974	yes	2	IPR001478,IPR001680
XP_002295117.1	THAPSDRAFT_25811	no	0	none
XP_002295118.1	THAPSDRAFT_11977	no	0	none
XP_002295119.1	THAPSDRAFT_264883	no	0	none
XP_002295120.1	THAPSDRAFT_11981	no	0	none
XP_002295121.1	THAPSDRAFT_25813	yes	1	IPR002916
XP_002295122.1	THAPSDRAFT_25814	no	0	none
XP_002295123.1	THAPSDRAFT_25815	yes	1	IPR004088
XP_002295124.1	THAPSDRAFT_11988	no	0	none
XP_002295125.1	THAPSDRAFT_270116	no	0	none
XP_002295126.1	THAPSDRAFT_264885	no	0	none
XP_002295127.1	THAPSDRAFT_14638	yes	1	IPR000719
XP_002295128.1	THAPSDRAFT_11993	yes	1	IPR000277
XP_002295129.1	THAPSDRAFT_25820	yes	1	IPR000008
XP_002295130.1	THAPSDRAFT_11998	no	0	none
XP_002295131.1	THAPSDRAFT_38780	no	0	none
