Entry	Gene Names	InterPro	Pfam	Protein names
B8C6P1	THAPSDRAFT_263371	IPR008594;IPR036265;	PF11969;	Histidine triad-like protein
B8C6P2	THAPSDRAFT_7495	IPR019378;	PF10250;	O-fucosyltransferase family protein
B8C6P3	THAPSDRAFT_23719			Uncharacterized protein
B8C6P4	THAPSDRAFT_7497	IPR011421;IPR027124;	PF07572;	BCNT-C domain-containing protein
B8C6P5	THAPSDRAFT_23720			CS domain-containing protein
B8C6P7	THAPSDRAFT_269341	IPR007052;IPR008978;IPR007699;IPR044563;	PF04969;PF05002;	SGS domain-containing protein
B8C6P8	THAPSDRAFT_263374	IPR043129;IPR051804;IPR000600;IPR049874;	PF00480;	fructokinase (EC 2.7.1.4)
B8C6P9	THAPSDRAFT_23724			Uncharacterized protein
B8C6Q0	THAPSDRAFT_7503	IPR029071;		Ubiquitin-like domain-containing protein
B8C6Q1	THAPSDRAFT_23725	IPR015353;IPR036464;IPR046341;IPR050600;	PF09273;	Rubisco LSMT substrate-binding domain-containing protein
B8C6Q2	THAPSDRAFT_7505			Uncharacterized protein
B8C6Q3	THAPSDRAFT_263375	IPR014284;IPR000943;IPR007630;IPR013325;IPR013324;IPR050239;IPR036388;	PF04545;	RNA polymerase
B8C6Q5	THAPSDRAFT_7507			Plastid lipid-associated protein/fibrillin conserved domain-containing protein
B8C6Q6	THAPSDRAFT_7508	IPR012312;	PF01814;	Hemerythrin-like domain-containing protein
B8C6Q7	THAPSDRAFT_7509	IPR025714;	PF13679;	Methyltransferase domain-containing protein
B8C6Q8	THAPSDRAFT_7510			MARVEL domain-containing protein
B8C6Q9	THAPSDRAFT_23726			Uncharacterized protein
B8C6R0	THAPSDRAFT_7512			Uncharacterized protein
B8C6R1	THAPSDRAFT_7513			Uncharacterized protein
B8C6R3	THAPSDRAFT_7516	IPR020471;IPR036812;IPR023210;	PF00248;	NADP-dependent oxidoreductase domain-containing protein
B8C6R4	THAPSDRAFT_23728	IPR011047;IPR015943;IPR001680;	PF00400;	Uncharacterized protein
B8C6R5	THAPSDRAFT_23729			Uncharacterized protein
B8C6R6	THAPSDRAFT_7519	IPR036910;		Uncharacterized protein
B8C6R8	THAPSDRAFT_29117	IPR038495;IPR002842;	PF01991;	V-type h-ATPase subunit (EC 3.6.3.14)
B8C6R9	THAPSDRAFT_7523	IPR013216;IPR050508;IPR029063;	PF08241;	Methyltransferase type 11 domain-containing protein
B8C6S1	THAPSDRAFT_23734			Uncharacterized protein
B8C6S3	THAPSDRAFT_7527	IPR002110;IPR036770;		Uncharacterized protein
B8C6S4	THAPSDRAFT_23735	IPR053159;IPR011990;		Uncharacterized protein
B8C6S6	THAPSDRAFT_7530	IPR041664;IPR053159;IPR027417;IPR011990;	PF13191;	Orc1-like AAA ATPase domain-containing protein
B8C6S8	THAPSDRAFT_23738	IPR041664;IPR053159;IPR027417;IPR011990;	PF13191;	Orc1-like AAA ATPase domain-containing protein
B8C6T0	THAPSDRAFT_23740	IPR002763;IPR036520;	PF01904;	Uncharacterized protein
B8C6T2	THAPSDRAFT_7536			Sulfotransferase domain-containing protein
B8C6T3	THAPSDRAFT_7537	IPR007632;IPR049452;	PF04547;	Anoctamin transmembrane domain-containing protein
B8C6T4	THAPSDRAFT_36073	IPR011009;IPR000719;IPR008271;	PF00069;	Protein kinase domain-containing protein
B8C6T5	THAPSDRAFT_7539			PDZ domain-containing protein
B8C6T6	THAPSDRAFT_7540	IPR013078;IPR029033;IPR050275;	PF00300;	Phosphoglycerate mutase-like protein
B8C6T7	THAPSDRAFT_7541	IPR053021;IPR018962;	PF09353;	DUF1995 domain-containing protein
B8C6U0	THAPSDRAFT_35855	IPR012544;IPR037063;	PF08000;	Bacterial Pleckstrin homology domain-containing protein
B8C6U1	THAPSDRAFT_7545	IPR026138;		Uncharacterized protein
B8C6U3	THAPSDRAFT_7547	IPR029033;		Uncharacterized protein
B8C6U4	THAPSDRAFT_29139	IPR044525;	PF13692;	Digalactosyldiacylglycerol synthase
B8C6U6	THAPSDRAFT_7550	IPR002125;IPR016193;	PF00383;	CMP/dCMP-type deaminase domain-containing protein
B8C6U7	THAPSDRAFT_7551	IPR037278;IPR001164;IPR038508;	PF01412;	Arf-GAP domain-containing protein
B8C6U8	THAPSDRAFT_23747			Uncharacterized protein
B8C6U9	THAPSDRAFT_7553			Uncharacterized protein
B8C6V0	THAPSDRAFT_7554			Uncharacterized protein
B8C6V1	THAPSDRAFT_23748	IPR011989;IPR016024;IPR000357;IPR021133;IPR051023;	PF02985;	Uncharacterized protein
B8C6V2	THAPSDRAFT_263385	IPR013057;	PF01490;	Amino acid/polyamine transporter
B8C6V4	THAPSDRAFT_7558	IPR007474;IPR036767;	PF04379;	ApaG domain-containing protein
B8C6V5	THAPSDRAFT_263386	IPR000407;	PF01150;	Apyrase
B8C6V6	THAPSDRAFT_23750			RanBP2-type domain-containing protein
B8C6W0	THAPSDRAFT_7564	IPR006869;	PF04784;	DUF547 domain-containing protein
B8C6W1	THAPSDRAFT_23753	IPR017853;IPR050386;		Uncharacterized protein
B8C6W3	THAPSDRAFT_7567	IPR016177;IPR001739;		MBD domain-containing protein
B8C6W4	THAPSDRAFT_23755	IPR001478;IPR036034;	PF00595;	PDZ domain-containing protein
B8C6W5	THAPSDRAFT_7569	IPR052436;		Essential protein Yae1 N-terminal domain-containing protein
B8C6W6	THAPSDRAFT_41547	IPR002067;IPR023395;IPR018108;	PF00153;	Mitochondrial carrier protein
B8C6W7	GALE3 THAPSDRAFT_41548	IPR001509;IPR036291;	PF01370;	Dual function enzyme: UDP-glucose 4-epimerase (EC 5.1.3.2)
B8C6W8	THAPSDRAFT_263389	IPR011006;IPR001789;	PF00072;	Response regulatory domain-containing protein
B8C6W9	THAPSDRAFT_23757			Uncharacterized protein
B8C6X2	THAPSDRAFT_7576	IPR023213;		Uncharacterized protein
B8C6X3	THAPSDRAFT_35932	IPR037278;IPR001164;IPR038508;	PF01412;	Arf-GAP domain-containing protein
B8C6X4	THAPSDRAFT_23762	IPR051181;IPR036867;IPR006941;IPR012337;IPR036397;	PF04857;	Uncharacterized protein
B8C6X5	THAPSDRAFT_269355	IPR002350;IPR036058;	PF00050;	Kazal-like domain-containing protein
B8C6X6	THAPSDRAFT_7582	IPR001054;IPR050697;IPR029787;	PF00211;	Guanylate cyclase domain-containing protein
B8C6X7	THAPSDRAFT_7583	IPR018962;IPR044687;	PF09353;	DUF1995 domain-containing protein
B8C6X9	THAPSDRAFT_16390	IPR038765;IPR000169;IPR025660;IPR013128;IPR000668;IPR039417;IPR013201;	PF08246;PF00112;	Cysteine protease
B8C6Y0	THAPSDRAFT_7586	IPR007145;	PF03999;	Microtubule associated protein
B8C6Y1	THAPSDRAFT_36088	IPR002067;IPR023395;IPR018108;	PF00153;	S-adenosylmethionine transporter
B8C6Y2	THAPSDRAFT_7588			Uncharacterized protein
B8C6Y3	THAPSDRAFT_36013	IPR029069;IPR002539;IPR050965;	PF01575;	MaoC-like domain-containing protein
B8C6Y4	THAPSDRAFT_263396	IPR004263;IPR015338;IPR029044;	PF09258;	Glycosyl transferase 64 domain-containing protein
B8C6Y5	THAPSDRAFT_23766			F-box domain-containing protein
B8C6Y7	THAPSDRAFT_29166	IPR029058;IPR008758;IPR042269;	PF05577;	Uncharacterized protein
B8C6Y8	THAPSDRAFT_23769	IPR036259;		ADP,ATP carrier protein
B8C6Y9	THAPSDRAFT_7594	IPR049227;	PF20710;	DUF6824 domain-containing protein
B8C6Z0	THAPSDRAFT_7595			Uncharacterized protein
B8C6Z1	THAPSDRAFT_7596	IPR005069;IPR052636;	PF03407;	Nucleotide-diphospho-sugar transferase domain-containing protein
B8C6Z2	THAPSDRAFT_7597	IPR011701;IPR052983;IPR036259;	PF07690;	Major facilitator superfamily (MFS) profile domain-containing protein
B8C6Z3	THAPSDRAFT_23770	IPR000210;IPR037789;IPR011333;		BTB domain-containing protein
B8C6Z5	THAPSDRAFT_7600			Uncharacterized protein
B8C6Z6	THAPSDRAFT_7601	IPR039120;IPR029071;IPR015943;IPR036322;IPR001680;	PF00400;	Ubiquitin-like domain-containing protein
B8C6Z7	THAPSDRAFT_7602			Uncharacterized protein
B8C6Z8	THAPSDRAFT_7603			Uncharacterized protein
B8C6Z9	THAPSDRAFT_23771	IPR018392;IPR045030;IPR036779;	PF01476;	LysM domain-containing protein
B8C700	THAPSDRAFT_41566	IPR047125;IPR011004;	PF21711;	Dynactin subunit 5
B8C701	THAPSDRAFT_23773			Uncharacterized protein
B8C703	THAPSDRAFT_7608			Uncharacterized protein
B8C705	THAPSDRAFT_7610	IPR036770;		Uncharacterized protein
B8C706	THAPSDRAFT_35985	IPR037177;IPR019763;IPR001372;	PF01221;	Dynein light chain
B8C707	THAPSDRAFT_7611	IPR001878;IPR036875;	PF00098;	CCHC-type domain-containing protein
B8C708	THAPSDRAFT_23775			Uncharacterized protein
B8C709	THAPSDRAFT_7613			Uncharacterized protein
B8C710	THAPSDRAFT_23776	IPR011009;IPR000719;IPR017441;	PF00069;	Eukaryotic protein kinase
B8C711	THAPSDRAFT_23777	IPR008409;	PF05700;	Uncharacterized protein
B8C712	THAPSDRAFT_23778			Uncharacterized protein
B8C713	THAPSDRAFT_7617	IPR029000;IPR002130;	PF00160;	PPIase cyclophilin-type domain-containing protein
B8C714	THAPSDRAFT_23779			SSD domain-containing protein
B8C715	THAPSDRAFT_23780	IPR005821;	PF00520;	Ion transport domain-containing protein
B8C716	THAPSDRAFT_263403	IPR026869;IPR017932;IPR029055;	PF13230;	Glutamine amidotransferase type-2 domain-containing protein
B8C718	THAPSDRAFT_23782	IPR024671;IPR050495;IPR036259;	PF11700;	Major facilitator superfamily (MFS) profile domain-containing protein
B8C719	THAPSDRAFT_7623	IPR027267;		BAR domain-containing protein
B8C721	THAPSDRAFT_23784			Nucleotide-diphospho-sugar transferase domain-containing protein
B8C722	THAPSDRAFT_7626			Plastid lipid-associated protein/fibrillin conserved domain-containing protein
B8C724	THAPSDRAFT_7628			F-box domain-containing protein
B8C725	THAPSDRAFT_263404	IPR038765;IPR025661;IPR013128;IPR000668;	PF00112;	Probable papain cysteine protease
B8C727	THAPSDRAFT_7630			Uncharacterized protein
B8C729	THAPSDRAFT_7632			Uncharacterized protein
B8C731	THAPSDRAFT_23786	IPR000591;IPR006869;IPR002109;IPR014025;IPR036249;IPR036388;IPR036390;	PF00610;PF04784;PF00462;	Uncharacterized protein
B8C733	THAPSDRAFT_23788			Uncharacterized protein
B8C734	THAPSDRAFT_263409	IPR005801;IPR019999;IPR015890;	PF00425;	Salicylate biosynthesis isochorismate synthase-like protein (EC 5.4.4.2)
B8C735	THAPSDRAFT_19526	IPR005031;IPR047137;IPR023393;	PF03364;	Coenzyme Q-binding protein COQ10 START domain-containing protein
B8C736	THAPSDRAFT_7638			Uncharacterized protein
B8C737	THAPSDRAFT_41583	IPR052234;IPR015943;IPR020472;IPR019775;IPR036322;IPR001680;	PF00400;	Uncharacterized protein
B8C738	THAPSDRAFT_23791			Uncharacterized protein
B8C739	THAPSDRAFT_20016	IPR050689;IPR046357;IPR001179;	PF00254;	peptidylprolyl isomerase (EC 5.2.1.8)
B8C740	THAPSDRAFT_7641	IPR006680;IPR032466;IPR052350;	PF04909;	Amidohydrolase-related domain-containing protein
B8C741	THAPSDRAFT_14643	IPR026051;IPR028098;	PF13439;	Beta-1,4 mannosyltransferase (EC 2.4.1.-)
B8C742	THAPSDRAFT_7642	IPR000073;IPR029058;	PF12697;	AB hydrolase-1 domain-containing protein
B8C744	THAPSDRAFT_23792	IPR029058;IPR002921;IPR051218;	PF01764;	Fungal lipase-type domain-containing protein
B8C745	THAPSDRAFT_7645	IPR020471;IPR036812;IPR023210;	PF00248;	NADP-dependent oxidoreductase domain-containing protein
B8C747	MYB24 THAPSDRAFT_7647	IPR049227;IPR009057;IPR017930;IPR001005;	PF20710;PF00249;	MYB DNA binding protein/ transcription factor-like protein
B8C749	THAPSDRAFT_7649	IPR011990;		O-GlcNAc transferase C-terminal domain-containing protein
B8C751	THAPSDRAFT_23794			Uncharacterized protein
B8C752	THAPSDRAFT_7652			Uncharacterized protein
B8C753	THAPSDRAFT_23795	IPR010770;	PF07093;	Uncharacterized protein
B8C754	THAPSDRAFT_23796	IPR006990;		Uncharacterized protein
B8C755	THAPSDRAFT_7655			Uncharacterized protein
B8C756	THAPSDRAFT_7656	IPR022025;	PF12224;	Uncharacterized protein
B8C757	THAPSDRAFT_23798	IPR005804;IPR012171;	PF00487;	Fatty acid desaturase domain-containing protein
B8C758	THAPSDRAFT_23800	IPR002110;IPR036770;	PF12796;	Uncharacterized protein
B8C762	THAPSDRAFT_35984	IPR014001;IPR027417;		Helicase ATP-binding domain-containing protein
B8C763	THAPSDRAFT_23804	IPR027417;IPR040632;	PF17784;	Sulfotransferase domain-containing protein
B8C764	THAPSDRAFT_35808	IPR011256;IPR006917;	PF04832;	SOUL heme-binding protein
B8C765	THAPSDRAFT_7667			Uncharacterized protein
B8C766	THAPSDRAFT_23806	IPR037185;IPR007271;	PF04142;	Udp-galactose transporter
B8C767	THAPSDRAFT_7669			Uncharacterized protein
B8C769	THAPSDRAFT_7672	IPR044669;	PF25539;	Uncharacterized protein
B8C771	THAPSDRAFT_35871	IPR029753;IPR006140;IPR036291;	PF02826;	D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding domain-containing protein
B8C773	THAPSDRAFT_263425	IPR013078;IPR029033;IPR001345;IPR050275;	PF00300;	Phosphoglycerate mutase
B8C774	THAPSDRAFT_7676	IPR035992;		Uncharacterized protein
B8C775	DDE THAPSDRAFT_7677	IPR012674;IPR044682;IPR010788;	PF07137;	Diadinoxanthin de-epoxidase
B8C776	THAPSDRAFT_7678			Uncharacterized protein
B8C777	THAPSDRAFT_7679			Uncharacterized protein
B8C778	THAPSDRAFT_263428	IPR015943;IPR036322;IPR001680;IPR050853;	PF00400;	WD40-repeat protein
B8C780	THAPSDRAFT_23811	IPR003593;IPR003439;IPR027417;	PF00005;	ABC transporter domain-containing protein
B8C781	THAPSDRAFT_7683	IPR024586;IPR052243;	PF11875;	DnaJ-like protein C11 C-terminal domain-containing protein
B8C782	THAPSDRAFT_263431	IPR011249;IPR011765;IPR001431;IPR050626;IPR007863;IPR032632;IPR054734;	PF00675;PF05193;PF16187;PF22456;	Probable metalloprotease
B8C784	THAPSDRAFT_7686	IPR012337;IPR036397;		Integrase catalytic domain-containing protein
B8C785	THAPSDRAFT_7687	IPR053201;		Uncharacterized protein
B8C787	THAPSDRAFT_7689			Uncharacterized protein
B8C788	THAPSDRAFT_23813	IPR002350;IPR036058;IPR053265;	PF00050;	Kazal-like domain-containing protein
B8C789	THAPSDRAFT_23814	IPR002350;IPR036058;IPR053265;	PF00050;	Probable serine protease inhibitor
B8C790	THAPSDRAFT_7692	IPR036910;		HMG box domain-containing protein
B8C791	THAPSDRAFT_23815			Uncharacterized protein
B8C792	THAPSDRAFT_23816	IPR041115;	PF18160;	SMODS and SLOG-associating 2TM effector domain-containing protein
B8C793	THAPSDRAFT_7695	IPR011989;IPR016024;IPR000225;IPR043136;IPR024983;IPR052410;IPR044736;IPR001611;IPR032675;IPR027417;	PF12770;PF13516;	CHAT domain-containing protein
B8C794	THAPSDRAFT_7696	IPR009097;	PF13563;	Uncharacterized protein
B8C795	THAPSDRAFT_23817	IPR055089;IPR050756;	PF22788;	COP9 signalosome complex subunit 3 N-terminal helical repeats domain-containing protein
B8C796	THAPSDRAFT_23818	IPR046513;IPR007272;	PF20398;PF04143;	Uncharacterized protein
B8C797	THAPSDRAFT_7699	IPR046513;IPR007272;	PF20398;PF04143;	Uncharacterized protein
B8C798	THAPSDRAFT_7700	IPR039159;IPR019387;	PF10260;	SAYSvFN domain-containing protein
B8C799	THAPSDRAFT_23819			Uncharacterized protein
B8C7A0	THAPSDRAFT_7702	IPR036249;		Phosducin thioredoxin-like domain-containing protein
B8C7A1	THAPSDRAFT_23820	IPR036291;IPR020904;IPR002347;	PF00106;	Uncharacterized protein
B8C7A2	THAPSDRAFT_7704	IPR050260;IPR036188;IPR023753;IPR016156;IPR004099;IPR001763;IPR036873;	PF07992;PF02852;PF00581;	Rhodanese domain-containing protein
B8C7A3	THAPSDRAFT_263436	IPR005123;IPR045054;IPR006620;IPR044862;	PF13640;	Fe2OG dioxygenase domain-containing protein
B8C7A4	THAPSDRAFT_23821	IPR050838;IPR027417;		Sulfotransferase domain-containing protein
B8C7A6	THAPSDRAFT_7708	IPR020532;		Cycloeucalenol cycloisomerase
B8C7A7	THAPSDRAFT_263437	IPR045019;		beta-carotene 3-hydroxylase (EC 1.14.15.24)
B8C7A8	THAPSDRAFT_7709	IPR002110;IPR036770;IPR052420;	PF12796;	Uncharacterized protein
B8C7B0	THAPSDRAFT_29217	IPR039109;IPR029064;IPR022991;IPR004038;	PF01248;	Ribosomal protein eL8/eL30/eS12/Gadd45 domain-containing protein
B8C7B2	THAPSDRAFT_23825	IPR053259;IPR027417;		Sulfotransferase domain-containing protein
B8C7B4	THAPSDRAFT_36045	IPR050113;IPR000608;IPR016135;	PF00179;	Ubiquitin conjugating enzyme
B8C7B7	THAPSDRAFT_23827	IPR026750;	PF14736;	Uncharacterized protein
B8C7B8	THAPSDRAFT_7719	IPR036754;IPR007214;	PF04073;	YbaK/aminoacyl-tRNA synthetase-associated domain-containing protein
B8C7B9	THAPSDRAFT_23828			Uncharacterized protein
B8C7C0	THAPSDRAFT_23829			PH domain-containing protein
B8C7C2	THAPSDRAFT_7723	IPR013785;IPR058240;		Radical SAM core domain-containing protein
B8C7C3	THAPSDRAFT_35907	IPR004098;IPR039979;	PF02840;	Pre-mRNA-splicing factor 18
B8C7C4	THAPSDRAFT_7725			Uncharacterized protein
B8C7C5	THAPSDRAFT_23831	IPR050869;IPR001214;IPR046341;	PF00856;	SET domain-containing protein
B8C7C6	THAPSDRAFT_7727	IPR032675;		F-box domain-containing protein
B8C7C7	THAPSDRAFT_23832	IPR052201;IPR032675;		Uncharacterized protein
B8C7C8	THAPSDRAFT_7729			Uncharacterized protein
B8C7D0	THAPSDRAFT_23834	IPR001202;IPR036020;	PF00397;	WW domain-containing protein
B8C7D1	THAPSDRAFT_23835			Uncharacterized protein
B8C7D2	THAPSDRAFT_23836			Uncharacterized protein
B8C7D3	THAPSDRAFT_7734	IPR013714;	PF08507;	Uncharacterized protein
B8C7D4	THAPSDRAFT_23837	IPR002109;IPR033658;IPR004480;IPR036249;	PF00462;	Glutaredoxin domain-containing protein
B8C7D8	THAPSDRAFT_7740			Uncharacterized protein
B8C7E0	THAPSDRAFT_18503	IPR051063;IPR036249;IPR013766;	PF00085;	Thioredoxin domain-containing protein
B8C7E1	THAPSDRAFT_7742	IPR013641;IPR027417;	PF08433;	Uncharacterized protein
B8C7E2	THAPSDRAFT_7743	IPR007248;		Uncharacterized protein
B8C7E3	THAPSDRAFT_35768			Gamma-glutamylcyclotransferase AIG2-like domain-containing protein
B8C7E8	THAPSDRAFT_23847	IPR002816;IPR046345;	PF01963;	TraB family protein
B8C7F1	THAPSDRAFT_7752			Uncharacterized protein
B8C7F2	THAPSDRAFT_23850	IPR015943;IPR036322;IPR001680;	PF00400;	Uncharacterized protein
B8C7F3	THAPSDRAFT_23851			Uncharacterized protein
B8C7F4	THAPSDRAFT_263451	IPR050430;IPR009003;IPR043504;IPR001314;IPR001254;IPR018114;IPR033116;	PF00089;	Probable trypsin-like serine protease
B8C7F6	THAPSDRAFT_263452	IPR050430;IPR009003;IPR043504;IPR001314;IPR001254;IPR018114;IPR033116;	PF00089;	Trypsin-like serine protease
B8C7F7	THAPSDRAFT_269386	IPR050430;IPR009003;IPR043504;IPR001314;IPR001254;IPR018114;	PF00089;	Trypsin-like serine protease
B8C7F8	THAPSDRAFT_263454	IPR050430;IPR009003;IPR043504;IPR001314;IPR001254;IPR018114;IPR033116;	PF00089;	Trypsin-like serine protease
B8C7F9	THAPSDRAFT_23855	IPR038716;IPR027534;IPR044076;	PF00428;	Uncharacterized protein
B8C7G3	THAPSDRAFT_23860	IPR051258;IPR000620;IPR037185;	PF00892;	EamA domain-containing protein
B8C7G4	THAPSDRAFT_23861			Uncharacterized protein
B8C7G6	THAPSDRAFT_7767			Uncharacterized protein
B8C7G7	THAPSDRAFT_7768			Uncharacterized protein
B8C7G8	THAPSDRAFT_41637	IPR016035;IPR050301;IPR002641;IPR021771;	PF11815;PF01734;	PNPLA domain-containing protein
B8C7G9	THAPSDRAFT_17952	IPR011044;IPR037850;IPR015943;		Uncharacterized protein
B8C7H0	THAPSDRAFT_7771	IPR014720;		DRBM domain-containing protein
B8C7H2	THAPSDRAFT_35963	IPR000868;IPR050272;IPR036380;	PF00857;	Isochorismatase-like domain-containing protein
B8C7H3	THAPSDRAFT_23867	IPR000682;IPR029063;	PF01135;	Uncharacterized protein
B8C7H5	THAPSDRAFT_7776			Uncharacterized protein
B8C7H6	THAPSDRAFT_263456	IPR010342;IPR029063;	PF06080;	DUF938 domain-containing protein
B8C7H7	THAPSDRAFT_7778			Uncharacterized protein
B8C7I1	THAPSDRAFT_23872	IPR036497;IPR014830;	PF08718;	Glycolipid transfer protein domain-containing protein
B8C7I2	THAPSDRAFT_263460	IPR004166;IPR051852;IPR011009;	PF02816;	Elongation factor kinase (EC 2.7.1.-, EC 2.7.11.7)
B8C7I3	THAPSDRAFT_7786			Uncharacterized protein
B8C7I5	THAPSDRAFT_7788	IPR036047;IPR001810;	PF12937;	F-box domain-containing protein
B8C7I6	THAPSDRAFT_7789	IPR001087;IPR045136;IPR036514;	PF00657;	Uncharacterized protein
B8C7I7	THAPSDRAFT_7790	IPR051961;IPR008775;	PF05721;	Uncharacterized protein
B8C7I8	THAPSDRAFT_7791			Uncharacterized protein
B8C7I9	THAPSDRAFT_23875	IPR036770;IPR052420;		Uncharacterized protein
B8C7J1	THAPSDRAFT_7794	IPR023091;IPR002036;IPR020549;	PF02130;	Uncharacterized protein
B8C7J2	HBP1 THAPSDRAFT_263463	IPR001356;IPR009057;IPR008422;IPR050224;	PF05920;	Homeobox domain-containing protein
B8C7J3	THAPSDRAFT_7796	IPR002110;IPR036770;	PF12796;	Uncharacterized protein
B8C7J4	THAPSDRAFT_23878	IPR029063;		DOT1 domain-containing protein
B8C7J5	THAPSDRAFT_7798	IPR053259;IPR027417;IPR005331;	PF03567;	Sulfotransferase domain-containing protein
B8C7J6	THAPSDRAFT_269392	IPR002794;	PF01940;	DUF92 domain-containing protein
B8C7J7	THAPSDRAFT_36076	IPR044150;IPR000286;IPR023801;IPR037138;IPR023696;	PF00850;	Histone deacetylase domain-containing protein
B8C7J8	THAPSDRAFT_7800	IPR011009;IPR000719;IPR008271;		Protein kinase domain-containing protein
B8C7J9	THAPSDRAFT_7801			Uncharacterized protein
B8C7K0	MAPKKK THAPSDRAFT_35929	IPR011009;IPR000719;IPR008271;IPR050588;	PF00069;	Mitogen activated protein kinase-like protein
B8C7K1	THAPSDRAFT_23881			Uncharacterized protein
B8C7K3	THAPSDRAFT_7805	IPR020471;IPR050523;IPR036812;IPR023210;	PF00248;	NADP-dependent oxidoreductase domain-containing protein
B8C7K4	THAPSDRAFT_7806			Uncharacterized protein
B8C7K5	SQDB1 THAPSDRAFT_269393	IPR001509;IPR036291;	PF01370;	Sulfolipid biosynthesis protein
B8C7K6	THAPSDRAFT_36015	IPR007248;	PF04117;	Uncharacterized protein
B8C7K9	THAPSDRAFT_7810	IPR047365;	PF21743;	PTM/DIR17-like Tudor domain-containing protein
B8C7L0	THAPSDRAFT_23886			Uncharacterized protein
B8C7L2	THAPSDRAFT_23888			Uncharacterized protein
B8C7L3	THAPSDRAFT_7815			Uncharacterized protein
B8C7L4	THAPSDRAFT_7816	IPR041664;IPR053159;IPR027417;	PF13191;	Orc1-like AAA ATPase domain-containing protein
B8C7L5	THAPSDRAFT_7817	IPR050982;IPR036188;	PF13738;	FAD/NAD(P)-binding domain-containing protein
B8C7L6	THAPSDRAFT_7818			Uncharacterized protein
B8C7L7	THAPSDRAFT_7819	IPR041698;IPR029063;	PF13649;	Methyltransferase domain-containing protein
B8C7L9	THAPSDRAFT_7821			Uncharacterized protein
B8C7M0	THAPSDRAFT_7822			Uncharacterized protein
B8C7M1	THAPSDRAFT_23890	IPR001509;IPR036291;IPR020904;	PF01370;	NAD-dependent epimerase/dehydratase domain-containing protein
B8C7M2	THAPSDRAFT_7825			Uncharacterized protein
B8C7M3	THAPSDRAFT_263472	IPR027417;IPR040632;	PF17784;	Uncharacterized protein
B8C7M4	THAPSDRAFT_7827			Uncharacterized protein
B8C7M5	THAPSDRAFT_7828	IPR006813;		Uncharacterized protein
B8C7M6	THAPSDRAFT_20462	IPR050817;IPR001623;IPR036869;	PF00226;	J domain-containing protein
B8C7M8	THAPSDRAFT_41658	IPR050689;IPR046357;IPR001179;	PF00254;	peptidylprolyl isomerase (EC 5.2.1.8)
B8C7N0	THAPSDRAFT_7833			Uncharacterized protein
B8C7N1	THAPSDRAFT_23895			RanBP2-type domain-containing protein
B8C7N2	THAPSDRAFT_23896	IPR051057;IPR017946;		Phosphatidylinositol-specific phospholipase C X domain-containing protein
B8C7N3	THAPSDRAFT_263473	IPR004841;IPR018491;IPR004842;	PF00324;PF03522;	Uncharacterized protein
