gene_id	protein_id
Sro606_g174400	CAB9513677.1
Sro606_g174410	CAB9513678.1
Sro606_g174420	CAB9513679.1
Sro606_g174430	CAB9513680.1
Sro606_g174440	CAB9513681.1
Sro606_g174450	CAB9513682.1
Sro606_g174460	CAB9513683.1
Sro606_g174470	CAB9513684.1
Sro606_g174480	CAB9513685.1
Sro606_g174490	CAB9513686.1
Sro606_g174500	CAB9513687.1
Sro606_g174510	CAB9513688.1
Sro606_g174520	CAB9513689.1
Sro606_g174530	CAB9513690.1
Sro606_g174540	CAB9513691.1
Sro606_g174550	CAB9513692.1
Sro606_g174570	CAB9513693.1
Sro607_g174580	CAB9513694.1
Sro607_g174590	CAB9513695.1
Sro607_g174600	CAB9513696.1
Sro607_g174610	CAB9513697.1
Sro607_g174620	CAB9513698.1
Sro607_g174630	CAB9513699.1
Sro607_g174640	CAB9513700.1
Sro607_g174650	CAB9513701.1
Sro607_g174660	CAB9513702.1
Sro607_g174670	CAB9513703.1
Sro607_g174680	CAB9513704.1
Sro607_g174690	CAB9513705.1
Sro607_g174700	CAB9513706.1
Sro607_g174710	CAB9513707.1
Sro607_g174720	CAB9513708.1
Sro608_g174730	CAB9513709.1
Sro608_g174740	CAB9513710.1
Sro608_g174750	CAB9513711.1
Sro608_g174760	CAB9513712.1
Sro608_g174770	CAB9513713.1
Sro608_g174780	CAB9513714.1
Sro608_g174790	CAB9513715.1
Sro608_g174800	CAB9513716.1
Sro608_g174810	CAB9513717.1
Sro608_g174820	CAB9513718.1
Sro608_g174830	CAB9513719.1
Sro608_g174840	CAB9513720.1
Sro608_g174850	CAB9513721.1
Sro608_g174860	CAB9513722.1
Sro608_g174870	CAB9513723.1
Sro608_g174880	CAB9513724.1
Sro608_g174890	CAB9513725.1
Sro608_g174900	CAB9513726.1
Sro609_g174910	CAB9513727.1
Sro609_g174920	CAB9513728.1
Sro609_g174930	CAB9513729.1
Sro609_g174940	CAB9513730.1
Sro609_g174950	CAB9513731.1
Sro609_g174960	CAB9513732.1
Sro609_g174970	CAB9513733.1
Sro609_g174980	CAB9513734.1
Sro609_g174990	CAB9513735.1
Sro609_g175000	CAB9513736.1
Sro609_g175010	CAB9513737.1
Sro609_g175020	CAB9513738.1
Sro609_g175030	CAB9513739.1
Sro609_g175040	CAB9513740.1
Sro609_g175050	CAB9513741.1
Sro609_g175060	CAB9513742.1
Sro609_g175070	CAB9513743.1
Sro609_g175080	CAB9513744.1
Sro60_g034460	CAB9499392.1
Sro60_g034470	CAB9499393.1
Sro60_g034471	CAB9499394.1
Sro60_g034480	CAB9499395.1
Sro60_g034490	CAB9499396.1
Sro60_g034500	CAB9499397.1
Sro60_g034510	CAB9499398.1
Sro60_g034520	CAB9499399.1
Sro60_g034530	CAB9499400.1
Sro60_g034540	CAB9499401.1
Sro60_g034550	CAB9499402.1
Sro60_g034560	CAB9499403.1
Sro60_g034570	CAB9499404.1
Sro60_g034580	CAB9499405.1
Sro60_g034590	CAB9499406.1
Sro60_g034600	CAB9499407.1
Sro60_g034610	CAB9499408.1
Sro60_g034620	CAB9499409.1
Sro60_g034630	CAB9499410.1
Sro60_g034640	CAB9499411.1
Sro60_g034650	CAB9499412.1
Sro60_g034660	CAB9499413.1
Sro60_g034670	CAB9499414.1
Sro60_g034680	CAB9499415.1
Sro60_g034690	CAB9499416.1
Sro60_g034700	CAB9499417.1
Sro60_g034710	CAB9499418.1
Sro60_g034720	CAB9499419.1
Sro60_g034730	CAB9499420.1
Sro60_g034740	CAB9499421.1
Sro60_g034750	CAB9499422.1
Sro60_g034760	CAB9499423.1
Sro60_g034770	CAB9499424.1
Sro60_g034780	CAB9499425.1
Sro60_g034790	CAB9499426.1
Sro60_g034800	CAB9499427.1
Sro60_g034810	CAB9499428.1
Sro60_g034820	CAB9499429.1
Sro60_g034830	CAB9499430.1
Sro60_g034840	CAB9499431.1
Sro60_g034850	CAB9499432.1
Sro60_g034860	CAB9499433.1
Sro60_g034870	CAB9499434.1
Sro60_g034880	CAB9499435.1
Sro610_g175090	CAB9513745.1
Sro610_g175100	CAB9513746.1
Sro610_g175110	CAB9513747.1
Sro610_g175120	CAB9513748.1
Sro610_g175130	CAB9513749.1
Sro610_g175140	CAB9513750.1
Sro610_g175150	CAB9513751.1
Sro610_g175160	CAB9513752.1
Sro610_g175170	CAB9513753.1
Sro610_g175180	CAB9513754.1
Sro610_g175190	CAB9513755.1
Sro611_g175210	CAB9513756.1
Sro611_g175220	CAB9513757.1
Sro611_g175230	CAB9513758.1
Sro611_g175240	CAB9513759.1
Sro611_g175250	CAB9513760.1
Sro611_g175260	CAB9513761.1
Sro611_g175270	CAB9513762.1
Sro611_g175280	CAB9513763.1
Sro611_g175290	CAB9513764.1
Sro611_g175300	CAB9513765.1
Sro611_g175310	CAB9513766.1
Sro611_g175320	CAB9513767.1
Sro611_g175330	CAB9513768.1
Sro611_g175340	CAB9513769.1
Sro611_g175350	CAB9513770.1
Sro611_g175360	CAB9513771.1
Sro611_g175370	CAB9513772.1
Sro611_g175380	CAB9513773.1
Sro611_g175390	CAB9513774.1
Sro612_g175400	CAB9513775.1
Sro612_g175410	CAB9513776.1
Sro612_g175420	CAB9513777.1
Sro612_g175430	CAB9513778.1
Sro612_g175440	CAB9513779.1
Sro612_g175450	CAB9513780.1
Sro612_g175460	CAB9513781.1
Sro612_g175470	CAB9513782.1
Sro612_g175480	CAB9513783.1
Sro612_g175490	CAB9513784.1
Sro612_g175500	CAB9513785.1
Sro612_g175510	CAB9513786.1
Sro612_g175520	CAB9513787.1
Sro612_g175530	CAB9513788.1
Sro613_g175540	CAB9513789.1
Sro613_g175550	CAB9513790.1
Sro613_g175560	CAB9513791.1
Sro613_g175570	CAB9513792.1
Sro613_g175590	CAB9513793.1
Sro613_g175600	CAB9513794.1
Sro613_g175610	CAB9513795.1
Sro613_g175620	CAB9513796.1
Sro613_g175630	CAB9513797.1
Sro613_g175640	CAB9513798.1
Sro613_g175650	CAB9513799.1
Sro613_g175660	CAB9513800.1
Sro614_g175670	CAB9513801.1
Sro614_g175680	CAB9513802.1
Sro614_g175690	CAB9513803.1
Sro614_g175700	CAB9513804.1
Sro614_g175710	CAB9513805.1
Sro614_g175720	CAB9513806.1
Sro614_g175730	CAB9513807.1
Sro614_g175740	CAB9513808.1
Sro614_g175750	CAB9513809.1
Sro614_g175760	CAB9513810.1
Sro614_g175770	CAB9513811.1
Sro614_g175780	CAB9513812.1
Sro614_g175790	CAB9513813.1
Sro614_g175800	CAB9513814.1
Sro614_g175810	CAB9513815.1
Sro615_g175820	CAB9513816.1
Sro615_g175840	CAB9513817.1
Sro615_g175860	CAB9513818.1
Sro615_g175870	CAB9513819.1
Sro616_g175880	CAB9513820.1
Sro616_g175890	CAB9513821.1
Sro616_g175900	CAB9513822.1
Sro616_g175910	CAB9513823.1
Sro616_g175920	CAB9513824.1
Sro616_g175930	CAB9513825.1
Sro616_g175940	CAB9513826.1
Sro616_g175950	CAB9513827.1
Sro616_g175960	CAB9513828.1
Sro616_g175970	CAB9513829.1
Sro616_g175971	CAB9513830.1
Sro616_g175980	CAB9513831.1
Sro616_g175990	CAB9513832.1
Sro616_g176000	CAB9513833.1
Sro616_g176010	CAB9513834.1
Sro616_g176011	CAB9513836.1
Sro616_g176020	CAB9513835.1
Sro616_g176030	CAB9513837.1
Sro616_g176040	CAB9513838.1
Sro616_g176050	CAB9513839.1
Sro616_g176060	CAB9513840.1
Sro617_g176070	CAB9513841.1
Sro617_g176080	CAB9513842.1
Sro617_g176090	CAB9513843.1
Sro617_g176100	CAB9513844.1
Sro617_g176110	CAB9513845.1
Sro617_g176120	CAB9513846.1
Sro617_g176130	CAB9513847.1
Sro617_g176140	CAB9513848.1
Sro617_g176150	CAB9513849.1
Sro618_g176160	CAB9513850.1
Sro618_g176170	CAB9513851.1
Sro618_g176180	CAB9513852.1
Sro618_g176190	CAB9513853.1
Sro618_g176200	CAB9513854.1
Sro618_g176210	CAB9513855.1
Sro618_g176220	CAB9513856.1
Sro618_g176230	CAB9513857.1
Sro618_g176240	CAB9513858.1
Sro618_g176250	CAB9513859.1
Sro618_g176260	CAB9513860.1
Sro618_g176270	CAB9513861.1
Sro618_g176280	CAB9513862.1
Sro618_g176290	CAB9513863.1
Sro618_g176300	CAB9513864.1
Sro618_g176310	CAB9513865.1
Sro618_g176320	CAB9513866.1
Sro618_g176340	CAB9513867.1
Sro619_g176350	CAB9513868.1
Sro619_g176351	CAB9513869.1
Sro619_g176360	CAB9513870.1
Sro619_g176370	CAB9513871.1
Sro619_g176380	CAB9513872.1
Sro619_g176390	CAB9513873.1
Sro619_g176400	CAB9513874.1
Sro619_g176410	CAB9513875.1
Sro619_g176420	CAB9513876.1
Sro619_g176421	CAB9513877.1
Sro619_g176430	CAB9513878.1
Sro619_g176440	CAB9513879.1
Sro619_g176450	CAB9513880.1
Sro619_g176460	CAB9513881.1
Sro619_g176470	CAB9513882.1
Sro619_g176480	CAB9513883.1
Sro619_g176490	CAB9513884.1
Sro619_g176500	CAB9513885.1
Sro619_g176510	CAB9513886.1
Sro619_g176520	CAB9513887.1
Sro619_g176530	CAB9513888.1
Sro619_g176540	CAB9513889.1
Sro619_g176550	CAB9513890.1
Sro61_g034890	CAB9499436.1
Sro61_g034900	CAB9499437.1
Sro61_g034910	CAB9499438.1
Sro61_g034920	CAB9499439.1
Sro61_g034930	CAB9499440.1
Sro61_g034940	CAB9499441.1
Sro61_g034950	CAB9499442.1
Sro61_g034960	CAB9499443.1
Sro61_g034970	CAB9499444.1
Sro61_g034980	CAB9499445.1
Sro61_g034990	CAB9499446.1
Sro61_g035000	CAB9499447.1
Sro61_g035010	CAB9499448.1
Sro61_g035020	CAB9499449.1
Sro61_g035030	CAB9499450.1
Sro61_g035040	CAB9499451.1
Sro61_g035050	CAB9499452.1
Sro61_g035060	CAB9499453.1
Sro61_g035070	CAB9499454.1
Sro61_g035080	CAB9499455.1
Sro61_g035090	CAB9499456.1
Sro61_g035100	CAB9499457.1
Sro61_g035110	CAB9499458.1
Sro61_g035120	CAB9499459.1
Sro61_g035130	CAB9499460.1
Sro61_g035140	CAB9499461.1
Sro61_g035150	CAB9499462.1
Sro61_g035160	CAB9499463.1
Sro61_g035170	CAB9499464.1
Sro61_g035180	CAB9499465.1
Sro61_g035190	CAB9499466.1
Sro61_g035200	CAB9499467.1
Sro61_g035210	CAB9499468.1
Sro61_g035220	CAB9499469.1
Sro61_g035230	CAB9499470.1
Sro61_g035240	CAB9499471.1
Sro620_g176560	CAB9513891.1
Sro620_g176570	CAB9513892.1
Sro620_g176580	CAB9513893.1
Sro620_g176590	CAB9513894.1
Sro620_g176600	CAB9513895.1
Sro620_g176610	CAB9513896.1
Sro620_g176620	CAB9513897.1
Sro621_g176630	CAB9513898.1
Sro621_g176640	CAB9513899.1
Sro621_g176650	CAB9513900.1
Sro621_g176660	CAB9513901.1
Sro621_g176670	CAB9513902.1
Sro621_g176680	CAB9513903.1
Sro621_g176690	CAB9513904.1
Sro621_g176700	CAB9513905.1
Sro621_g176710	CAB9513906.1
Sro621_g176720	CAB9513907.1
Sro621_g176730	CAB9513908.1
Sro621_g176740	CAB9513909.1
Sro621_g176750	CAB9513910.1
Sro621_g176760	CAB9513911.1
Sro621_g176770	CAB9513912.1
Sro621_g176780	CAB9513913.1
Sro621_g176790	CAB9513914.1
Sro621_g176800	CAB9513915.1
Sro621_g176810	CAB9513916.1
Sro621_g176820	CAB9513917.1
Sro621_g176830	CAB9513918.1
Sro621_g176840	CAB9513919.1
Sro621_g176850	CAB9513920.1
Sro621_g176860	CAB9513921.1
Sro621_g176870	CAB9513922.1
Sro621_g176880	CAB9513923.1
Sro622_g176881	CAB9513924.1
Sro622_g176890	CAB9513925.1
Sro622_g176900	CAB9513926.1
Sro622_g176910	CAB9513927.1
Sro622_g176920	CAB9513928.1
Sro622_g176930	CAB9513929.1
Sro622_g176940	CAB9513930.1
Sro622_g176950	CAB9513931.1
Sro622_g176960	CAB9513932.1
Sro622_g176970	CAB9513933.1
Sro622_g176980	CAB9513934.1
Sro622_g176990	CAB9513935.1
Sro622_g177000	CAB9513936.1
Sro622_g177010	CAB9513937.1
Sro622_g177020	CAB9513938.1
Sro622_g177030	CAB9513939.1
Sro622_g177040	CAB9513940.1
Sro622_g177050	CAB9513941.1
Sro622_g177060	CAB9513942.1
Sro623_g177070	CAB9513943.1
Sro623_g177080	CAB9513944.1
Sro623_g177090	CAB9513945.1
Sro623_g177100	CAB9513946.1
Sro623_g177110	CAB9513947.1
Sro623_g177120	CAB9513948.1
Sro623_g177130	CAB9513949.1
Sro623_g177140	CAB9513950.1
Sro623_g177150	CAB9513951.1
Sro623_g177160	CAB9513952.1
Sro623_g177170	CAB9513953.1
Sro623_g177171	CAB9513954.1
Sro623_g177180	CAB9513955.1
Sro623_g177190	CAB9513956.1
Sro623_g177200	CAB9513957.1
Sro623_g177210	CAB9513958.1
Sro623_g177220	CAB9513959.1
Sro624_g177230	CAB9513960.1
Sro624_g177240	CAB9513961.1
Sro624_g177250	CAB9513962.1
Sro624_g177260	CAB9513963.1
Sro624_g177270	CAB9513964.1
Sro624_g177280	CAB9513965.1
Sro624_g177290	CAB9513966.1
Sro624_g177300	CAB9513967.1
Sro624_g177310	CAB9513968.1
Sro624_g177320	CAB9513969.1
Sro624_g177330	CAB9513970.1
Sro624_g177340	CAB9513971.1
Sro624_g177350	CAB9513972.1
Sro624_g177360	CAB9513973.1
Sro624_g177370	CAB9513974.1
Sro624_g177380	CAB9513975.1
Sro624_g177390	CAB9513976.1
Sro624_g177400	CAB9513977.1
Sro624_g177410	CAB9513978.1
Sro624_g177420	CAB9513979.1
Sro624_g177430	CAB9513980.1
Sro625_g177440	CAB9513981.1
Sro625_g177450	CAB9513982.1
Sro625_g177460	CAB9513983.1
Sro625_g177470	CAB9513984.1
Sro625_g177480	CAB9513985.1
Sro625_g177490	CAB9513986.1
Sro625_g177500	CAB9513987.1
Sro625_g177510	CAB9513988.1
Sro625_g177520	CAB9513989.1
Sro625_g177530	CAB9513990.1
Sro625_g177540	CAB9513991.1
Sro625_g177550	CAB9513992.1
Sro625_g177560	CAB9513993.1
Sro625_g177570	CAB9513994.1
Sro625_g177580	CAB9513995.1
Sro625_g177590	CAB9513996.1
Sro625_g177600	CAB9513997.1
Sro625_g177610	CAB9513998.1
Sro625_g177620	CAB9513999.1
Sro625_g177630	CAB9514000.1
Sro625_g177640	CAB9514001.1
Sro625_g177650	CAB9514002.1
Sro625_g177660	CAB9514003.1
Sro625_g177670	CAB9514004.1
Sro625_g177680	CAB9514005.1
Sro625_g177690	CAB9514006.1
Sro625_g177700	CAB9514007.1
Sro626_g177710	CAB9514008.1
Sro626_g177720	CAB9514009.1
Sro626_g177730	CAB9514010.1
Sro626_g177740	CAB9514011.1
Sro626_g177750	CAB9514012.1
Sro626_g177760	CAB9514013.1
Sro626_g177770	CAB9514014.1
Sro626_g177780	CAB9514015.1
Sro626_g177790	CAB9514016.1
Sro626_g177800	CAB9514017.1
Sro626_g177810	CAB9514018.1
Sro626_g177820	CAB9514019.1
Sro626_g177830	CAB9514020.1
Sro626_g177840	CAB9514021.1
Sro626_g177850	CAB9514022.1
Sro627_g177860	CAB9514023.1
Sro627_g177870	CAB9514024.1
Sro627_g177880	CAB9514025.1
Sro627_g177890	CAB9514026.1
Sro627_g177900	CAB9514027.1
Sro627_g177910	CAB9514028.1
Sro627_g177920	CAB9514029.1
Sro627_g177930	CAB9514030.1
Sro627_g177940	CAB9514031.1
Sro627_g177950	CAB9514032.1
Sro627_g177960	CAB9514033.1
Sro628_g177970	CAB9514034.1
Sro628_g177980	CAB9514035.1
Sro628_g177990	CAB9514036.1
Sro628_g178000	CAB9514037.1
Sro628_g178010	CAB9514038.1
Sro628_g178020	CAB9514039.1
Sro628_g178030	CAB9514040.1
Sro628_g178040	CAB9514041.1
Sro628_g178050	CAB9514042.1
Sro628_g178060	CAB9514043.1
Sro628_g178070	CAB9514044.1
Sro628_g178080	CAB9514045.1
Sro628_g178090	CAB9514046.1
Sro628_g178100	CAB9514047.1
Sro628_g178110	CAB9514048.1
Sro628_g178120	CAB9514049.1
Sro628_g178130	CAB9514050.1
Sro628_g178140	CAB9514051.1
Sro629_g178150	CAB9514052.1
Sro629_g178160	CAB9514053.1
Sro629_g178170	CAB9514054.1
Sro629_g178180	CAB9514055.1
Sro629_g178190	CAB9514056.1
Sro629_g178200	CAB9514057.1
Sro629_g178210	CAB9514058.1
Sro629_g178220	CAB9514059.1
Sro629_g178230	CAB9514060.1
Sro629_g178240	CAB9514061.1
Sro629_g178250	CAB9514062.1
Sro629_g178260	CAB9514063.1
Sro629_g178270	CAB9514064.1
Sro62_g035250	CAB9499472.1
Sro62_g035260	CAB9499473.1
Sro62_g035270	CAB9499474.1
Sro62_g035280	CAB9499475.1
Sro62_g035290	CAB9499476.1
Sro62_g035300	CAB9499477.1
Sro62_g035310	CAB9499478.1
Sro62_g035320	CAB9499479.1
Sro62_g035330	CAB9499480.1
Sro62_g035340	CAB9499481.1
Sro62_g035350	CAB9499482.1
Sro62_g035360	CAB9499483.1
Sro62_g035370	CAB9499484.1
Sro62_g035380	CAB9499485.1
Sro62_g035390	CAB9499486.1
Sro62_g035400	CAB9499487.1
Sro62_g035410	CAB9499488.1
Sro62_g035420	CAB9499489.1
Sro62_g035430	CAB9499490.1
Sro62_g035431	CAB9499491.1
Sro62_g035440	CAB9499492.1
Sro62_g035450	CAB9499493.1
Sro62_g035460	CAB9499494.1
Sro62_g035470	CAB9499495.1
Sro62_g035480	CAB9499496.1
Sro62_g035490	CAB9499497.1
Sro62_g035500	CAB9499498.1
Sro62_g035510	CAB9499499.1
Sro62_g035520	CAB9499500.1
Sro62_g035530	CAB9499501.1
Sro62_g035540	CAB9499502.1
Sro62_g035550	CAB9499503.1
Sro62_g035560	CAB9499504.1
Sro62_g035570	CAB9499505.1
Sro62_g035580	CAB9499506.1
Sro62_g035590	CAB9499507.1
Sro62_g035600	CAB9499508.1
Sro62_g035610	CAB9499509.1
Sro630_g178280	CAB9514065.1
Sro630_g178290	CAB9514066.1
Sro630_g178300	CAB9514067.1
Sro630_g178310	CAB9514068.1
Sro630_g178320	CAB9514069.1
Sro630_g178330	CAB9514070.1
Sro630_g178340	CAB9514071.1
Sro630_g178350	CAB9514072.1
Sro630_g178360	CAB9514073.1
Sro630_g178370	CAB9514074.1
Sro630_g178380	CAB9514075.1
Sro630_g178390	CAB9514076.1
Sro631_g178391	CAB9514077.1
Sro631_g178400	CAB9514078.1
Sro631_g178410	CAB9514079.1
Sro631_g178420	CAB9514080.1
Sro631_g178430	CAB9514081.1
Sro631_g178440	CAB9514082.1
Sro631_g178450	CAB9514083.1
Sro631_g178460	CAB9514084.1
Sro631_g178470	CAB9514085.1
Sro631_g178480	CAB9514086.1
Sro631_g178490	CAB9514087.1
Sro631_g178500	CAB9514088.1
Sro631_g178510	CAB9514089.1
Sro631_g178520	CAB9514090.1
Sro631_g178530	CAB9514091.1
Sro631_g178540	CAB9514092.1
Sro631_g178550	CAB9514093.1
Sro631_g178560	CAB9514094.1
Sro631_g178570	CAB9514095.1
Sro631_g178580	CAB9514096.1
Sro631_g178590	CAB9514097.1
Sro631_g178600	CAB9514098.1
Sro632_g178620	CAB9514099.1
Sro632_g178630	CAB9514100.1
Sro632_g178640	CAB9514101.1
Sro632_g178650	CAB9514102.1
Sro632_g178660	CAB9514103.1
Sro632_g178670	CAB9514104.1
Sro632_g178680	CAB9514105.1
Sro632_g178690	CAB9514106.1
Sro632_g178700	CAB9514107.1
Sro632_g178710	CAB9514108.1
Sro632_g178720	CAB9514109.1
Sro632_g178730	CAB9514110.1
Sro633_g178740	CAB9514111.1
Sro633_g178750	CAB9514112.1
Sro633_g178760	CAB9514113.1
Sro633_g178770	CAB9514114.1
Sro633_g178780	CAB9514115.1
Sro633_g178790	CAB9514116.1
Sro633_g178800	CAB9514117.1
Sro633_g178810	CAB9514118.1
Sro633_g178820	CAB9514119.1
Sro633_g178830	CAB9514120.1
Sro633_g178840	CAB9514121.1
Sro633_g178850	CAB9514122.1
Sro633_g178860	CAB9514123.1
Sro633_g178870	CAB9514124.1
Sro633_g178880	CAB9514125.1
Sro633_g178890	CAB9514126.1
Sro633_g178900	CAB9514127.1
Sro633_g178910	CAB9514128.1
Sro633_g178920	CAB9514129.1
Sro634_g178930	CAB9514130.1
Sro634_g178940	CAB9514131.1
Sro634_g178950	CAB9514132.1
Sro634_g178951	CAB9514133.1
Sro634_g178960	CAB9514134.1
Sro634_g178970	CAB9514135.1
Sro634_g178980	CAB9514136.1
Sro634_g178990	CAB9514137.1
Sro634_g179000	CAB9514138.1
Sro634_g179010	CAB9514139.1
Sro634_g179020	CAB9514140.1
Sro634_g179030	CAB9514141.1
Sro634_g179040	CAB9514142.1
Sro634_g179050	CAB9514143.1
Sro634_g179060	CAB9514144.1
Sro635_g179061	CAB9514145.1
Sro635_g179070	CAB9514146.1
Sro635_g179080	CAB9514147.1
Sro635_g179090	CAB9514148.1
Sro635_g179100	CAB9514149.1
Sro635_g179110	CAB9514150.1
Sro635_g179120	CAB9514151.1
Sro635_g179130	CAB9514152.1
Sro635_g179140	CAB9514153.1
Sro635_g179150	CAB9514154.1
Sro635_g179160	CAB9514155.1
Sro635_g179170	CAB9514156.1
Sro635_g179180	CAB9514157.1
Sro635_g179190	CAB9514158.1
Sro635_g179200	CAB9514159.1
Sro635_g179210	CAB9514160.1
Sro636_g179220	CAB9514161.1
Sro636_g179230	CAB9514162.1
Sro636_g179240	CAB9514163.1
Sro636_g179250	CAB9514164.1
Sro636_g179260	CAB9514165.1
Sro636_g179270	CAB9514166.1
Sro636_g179280	CAB9514167.1
Sro636_g179290	CAB9514168.1
Sro636_g179300	CAB9514169.1
Sro636_g179310	CAB9514170.1
Sro636_g179320	CAB9514171.1
Sro636_g179330	CAB9514172.1
Sro636_g179340	CAB9514173.1
Sro636_g179350	CAB9514174.1
Sro637_g179360	CAB9514175.1
Sro637_g179370	CAB9514176.1
Sro637_g179380	CAB9514177.1
Sro637_g179390	CAB9514178.1
Sro637_g179400	CAB9514179.1
Sro637_g179410	CAB9514180.1
Sro637_g179420	CAB9514181.1
Sro637_g179430	CAB9514182.1
Sro637_g179440	CAB9514183.1
Sro637_g179450	CAB9514184.1
Sro637_g179460	CAB9514185.1
Sro637_g179470	CAB9514186.1
Sro637_g179480	CAB9514187.1
Sro637_g179490	CAB9514188.1
Sro638_g179500	CAB9514189.1
Sro638_g179510	CAB9514190.1
Sro638_g179520	CAB9514191.1
Sro638_g179530	CAB9514192.1
Sro638_g179540	CAB9514193.1
Sro638_g179550	CAB9514194.1
Sro638_g179560	CAB9514195.1
Sro638_g179570	CAB9514196.1
Sro638_g179580	CAB9514197.1
Sro638_g179590	CAB9514198.1
Sro638_g179591	CAB9514199.1
Sro638_g179600	CAB9514200.1
Sro638_g179610	CAB9514201.1
Sro638_g179620	CAB9514202.1
Sro638_g179630	CAB9514203.1
Sro638_g179640	CAB9514204.1
Sro638_g179650	CAB9514205.1
Sro638_g179660	CAB9514206.1
Sro638_g179670	CAB9514207.1
Sro639_g179680	CAB9514208.1
Sro639_g179690	CAB9514209.1
Sro639_g179700	CAB9514210.1
Sro639_g179710	CAB9514211.1
Sro639_g179720	CAB9514212.1
Sro639_g179730	CAB9514213.1
Sro639_g179740	CAB9514214.1
Sro639_g179750	CAB9514215.1
Sro639_g179760	CAB9514216.1
Sro639_g179770	CAB9514217.1
Sro639_g179780	CAB9514218.1
Sro639_g179790	CAB9514219.1
Sro639_g179800	CAB9514220.1
Sro639_g179810	CAB9514221.1
Sro639_g179820	CAB9514222.1
Sro63_g035620	CAB9499510.1
Sro63_g035630	CAB9499511.1
Sro63_g035640	CAB9499512.1
Sro63_g035650	CAB9499513.1
Sro63_g035660	CAB9499514.1
Sro63_g035670	CAB9499515.1
Sro63_g035680	CAB9499516.1
Sro63_g035690	CAB9499517.1
Sro63_g035700	CAB9499518.1
Sro63_g035710	CAB9499519.1
Sro63_g035720	CAB9499520.1
Sro63_g035730	CAB9499521.1
Sro63_g035740	CAB9499522.1
Sro63_g035750	CAB9499523.1
Sro63_g035760	CAB9499524.1
Sro63_g035770	CAB9499525.1
Sro63_g035780	CAB9499526.1
Sro63_g035790	CAB9499527.1
Sro63_g035800	CAB9499528.1
Sro63_g035810	CAB9499529.1
Sro63_g035820	CAB9499530.1
Sro63_g035840	CAB9499531.1
Sro63_g035850	CAB9499532.1
Sro63_g035860	CAB9499533.1
Sro63_g035870	CAB9499534.1
Sro63_g035880	CAB9499535.1
Sro63_g035890	CAB9499536.1
Sro63_g035900	CAB9499537.1
Sro63_g035910	CAB9499538.1
Sro63_g035920	CAB9499539.1
Sro63_g035930	CAB9499540.1
Sro63_g035940	CAB9499541.1
Sro63_g035950	CAB9499542.1
Sro63_g035960	CAB9499543.1
Sro63_g035970	CAB9499544.1
Sro63_g035980	CAB9499545.1
Sro63_g035990	CAB9499546.1
Sro63_g036000	CAB9499547.1
Sro63_g036010	CAB9499548.1
Sro63_g036020	CAB9499549.1
Sro63_g036030	CAB9499550.1
Sro63_g036040	CAB9499551.1
Sro63_g036050	CAB9499552.1
Sro63_g036060	CAB9499553.1
Sro63_g036070	CAB9499554.1
Sro63_g036080	CAB9499555.1
Sro640_g179830	CAB9514223.1
Sro640_g179840	CAB9514224.1
Sro640_g179841	CAB9514225.1
Sro640_g179850	CAB9514226.1
Sro640_g179860	CAB9514227.1
Sro640_g179870	CAB9514228.1
Sro640_g179880	CAB9514229.1
Sro640_g179890	CAB9514230.1
Sro640_g179900	CAB9514231.1
Sro640_g179910	CAB9514232.1
Sro640_g179920	CAB9514233.1
Sro640_g179930	CAB9514234.1
Sro641_g179940	CAB9514235.1
Sro641_g179950	CAB9514236.1
Sro641_g179960	CAB9514237.1
Sro641_g179970	CAB9514238.1
Sro641_g179980	CAB9514239.1
Sro641_g179990	CAB9514240.1
Sro641_g180000	CAB9514241.1
Sro641_g180010	CAB9514242.1
Sro641_g180020	CAB9514243.1
Sro641_g180030	CAB9514244.1
Sro641_g180040	CAB9514245.1
Sro641_g180050	CAB9514246.1
Sro641_g180060	CAB9514247.1
Sro641_g180070	CAB9514248.1
Sro641_g180080	CAB9514249.1
Sro642_g180090	CAB9514250.1
Sro642_g180100	CAB9514251.1
Sro642_g180110	CAB9514252.1
Sro642_g180120	CAB9514253.1
Sro642_g180130	CAB9514254.1
Sro642_g180140	CAB9514255.1
Sro642_g180150	CAB9514256.1
Sro642_g180160	CAB9514257.1
Sro642_g180170	CAB9514258.1
Sro642_g180180	CAB9514259.1
Sro642_g180190	CAB9514260.1
Sro642_g180200	CAB9514261.1
Sro642_g180210	CAB9514262.1
Sro642_g180220	CAB9514263.1
Sro642_g180230	CAB9514264.1
Sro643_g180240	CAB9514265.1
Sro643_g180250	CAB9514266.1
Sro643_g180260	CAB9514267.1
Sro643_g180270	CAB9514268.1
Sro643_g180280	CAB9514269.1
Sro643_g180290	CAB9514270.1
Sro643_g180300	CAB9514271.1
Sro643_g180310	CAB9514272.1
Sro643_g180320	CAB9514273.1
Sro643_g180330	CAB9514274.1
Sro643_g180340	CAB9514275.1
Sro643_g180350	CAB9514276.1
Sro643_g180360	CAB9514277.1
Sro643_g180370	CAB9514278.1
Sro643_g180380	CAB9514279.1
Sro643_g180390	CAB9514280.1
Sro643_g180400	CAB9514281.1
Sro643_g180410	CAB9514282.1
Sro643_g180420	CAB9514283.1
Sro644_g180430	CAB9514284.1
Sro644_g180440	CAB9514285.1
Sro644_g180450	CAB9514286.1
Sro644_g180460	CAB9514287.1
Sro644_g180470	CAB9514288.1
Sro644_g180480	CAB9514289.1
